"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","label"
34796.4805,14976.6758,78.1791,33.8548,22.6242,8.5063,4.9295,3.3109,7.3695,10.1615,9.5651,8.3036,16.7071,9.2411,2.3777,11.1642,17.8498,11.6692,8.1626,6.5296,5.6594,1.9144,3.9510,7.4678,10.6686,13.1782,3.5458,3.9271,4.7639,18.0612,19.4613,13.7242,9.4466,6.2315,11.6371,10.2304,6.8793,2.9357,10.1401,6.9197,5.0117,7.7270,6.2456,7.4442,4.7979,3.3239,7.9354,1.9780,4.2659,5.4379,5.4601,6.0395,5.1488,2.5975,2.4948,1.9864,5.4371,9.5776,12.5448,5.4006,3.8090,1.7910,7.1890,7.2967,"nope"
34805.6758,14979.6797,77.2783,33.4085,27.8448,25.3431,9.5614,6.4604,5.2972,8.0175,3.9450,16.4781,17.5825,8.4400,11.3108,15.1108,10.4888,7.0802,13.2785,9.9089,5.7662,2.2822,4.1431,9.1552,17.2120,17.9064,6.6051,4.0275,12.7913,20.9587,22.2405,9.0402,4.6116,5.0844,3.6205,7.1813,7.9347,10.0395,3.3493,4.1369,3.6350,3.6793,3.7245,6.8314,8.8827,4.8205,14.1186,9.5487,3.5031,2.3052,5.9217,3.2202,2.1483,5.6009,5.8007,6.3590,4.7983,6.1272,7.1608,4.2564,2.3073,3.1274,5.3840,11.0069,"nope"
34811.6406,14980.9727,82.4662,28.0078,22.0237,6.5261,21.2639,11.1114,12.1231,6.7471,13.1085,13.3081,10.4797,10.1000,13.3018,11.3797,12.4348,9.0003,2.7254,6.3269,7.5809,12.5440,7.3830,4.4103,7.3008,11.3462,15.5184,10.1452,4.5713,17.6451,13.3128,10.3385,5.2493,5.0037,4.5620,5.0748,3.6705,0.0926,7.6784,3.6984,9.0011,5.3041,4.6620,8.8105,8.4633,4.2137,2.4640,6.1754,5.9697,3.1309,6.3341,7.0596,6.1660,5.0543,3.2917,1.1200,0.7956,2.7866,3.7316,7.3496,8.3262,6.5085,5.7236,8.4678,"nope"
34806.7969,14987.3799,86.9228,29.5911,25.0429,5.5429,14.5711,8.9996,5.4528,14.3525,12.9241,14.1163,11.8539,9.6468,12.2989,11.5706,8.9080,4.6162,2.8558,1.6873,3.8473,11.0962,8.1581,3.9532,12.2808,18.4181,9.2212,9.6419,13.1647,12.9732,3.7908,4.2423,4.2168,3.6469,8.4904,7.4960,1.9952,4.1934,5.6706,3.4065,1.3829,1.6163,5.0339,6.1874,5.4657,2.4659,4.3067,7.9894,3.8344,6.7917,4.4658,6.9799,9.4639,3.9529,5.4363,3.5180,4.0809,7.6972,9.5422,11.7631,9.0186,1.3671,6.1254,1.2175,"nope"
34799.2813,14980.7100,81.6885,31.8213,23.9474,29.5478,18.9393,2.1793,18.5163,17.0893,18.7708,3.4981,6.2739,9.4433,6.0441,12.0776,20.1971,9.1795,1.0917,4.6284,11.2684,6.1732,9.4557,2.7663,4.5141,9.1344,3.1775,2.5729,9.0909,18.7209,2.9792,6.5263,12.2684,8.2723,6.0835,1.8574,3.6783,1.3904,2.5600,7.1468,13.7916,11.0383,1.7787,5.5803,7.8625,10.0165,4.7834,3.2600,11.3077,3.5546,3.4937,1.1155,3.7263,3.7547,7.9874,11.6209,8.5165,3.1575,2.6489,2.5442,7.0040,4.8922,1.5348,3.6819,"nope"
34791.7969,14968.6660,74.5782,26.1661,28.1763,4.0595,6.7197,13.9814,10.0672,7.1450,4.9282,4.1267,6.7920,14.0446,5.8584,7.8643,1.6386,8.0067,6.9257,14.1039,14.8007,11.4823,6.7820,1.5312,10.2232,6.3993,10.3897,9.2469,4.5524,14.9620,22.6755,13.8284,7.3531,1.6130,8.7780,7.1124,10.8018,12.3520,9.4161,5.6163,6.8158,1.5944,6.3233,2.8894,8.1481,12.8660,10.8999,2.8682,5.9097,11.4452,8.5000,3.7414,7.1426,0.5262,5.7303,3.3429,3.7069,3.7104,6.6597,13.4843,15.1425,8.7008,4.6560,3.3590,"nope"
34823.7461,15001.1826,92.1259,35.6271,19.3589,15.4281,5.2789,10.1144,17.4646,9.1888,6.4868,6.7345,14.9934,11.9420,18.6358,12.5709,23.6078,10.4911,3.4022,6.5347,1.1842,1.9245,5.1358,2.7543,10.1434,7.7987,0.1355,8.5676,7.7551,25.2811,5.1673,13.6761,7.4508,2.9917,7.2548,9.5325,5.8293,7.4070,1.9729,4.7378,2.9609,2.8317,4.4809,0.4668,7.5422,10.8317,9.7500,10.8722,9.5860,9.6972,9.6815,10.9229,9.8052,0.7173,9.6884,8.6697,4.7103,1.8430,12.0851,7.1869,1.2325,3.8021,2.8717,3.0933,"nope"
34813.7734,14993.9424,98.0930,17.8919,26.4988,14.2778,4.7263,4.3753,11.7967,8.3477,4.9381,5.2129,7.2160,1.0166,3.6541,5.7968,6.5087,0.7680,2.7657,8.9074,7.1067,5.9143,7.3518,10.7050,20.1330,14.9704,5.8264,7.8861,20.1565,19.9324,12.4016,7.1154,2.5346,1.7618,11.6835,9.5014,6.8804,4.7200,7.3389,4.7330,0.4219,4.9859,7.3768,8.1214,3.7789,3.3122,8.6007,12.5352,10.6076,7.9167,1.7745,2.7495,7.8778,6.1771,1.0365,3.1746,4.5046,1.5374,8.6592,7.6619,7.3343,11.1825,12.7330,8.2151,"nope"
34820.1133,15003.1895,92.8892,36.7480,7.1086,15.6459,5.3945,11.7720,9.3843,11.0732,11.2081,6.9695,5.7058,5.5200,7.6933,13.4536,20.3858,5.4890,4.1450,5.4518,2.8196,13.4068,11.9869,7.5990,17.0552,15.7322,6.9942,14.1480,10.6332,3.4500,4.8307,4.1456,10.4646,7.0346,9.8555,4.7083,4.9485,5.6922,9.5292,13.2062,7.8378,2.8490,3.3507,8.8025,5.5969,8.0477,3.4360,5.2476,7.2075,5.4539,5.3367,8.3833,7.1344,9.3191,6.3441,4.7639,5.8478,6.6265,13.6794,5.6782,6.4457,2.8444,10.6218,16.7432,"nope"
34814.3125,14979.5215,76.9157,20.3657,24.5861,14.7364,19.5822,14.0252,3.2099,7.0170,4.0756,2.1211,9.0145,7.4517,4.3884,8.2180,10.8649,4.1599,11.6908,10.1816,2.0276,7.3368,5.4744,12.1351,32.8993,15.4480,5.4141,4.4378,9.5907,25.2956,18.3133,6.4062,4.5054,2.6403,2.4168,10.2971,12.8958,12.5418,7.0448,2.8097,8.6643,11.6252,7.3465,4.8162,4.1158,6.4775,7.1638,7.7692,6.3861,9.0994,11.8052,10.8075,4.3281,8.5155,6.1469,2.7793,1.5715,5.2150,3.7142,3.1490,3.5889,5.2245,5.6671,8.0411,"nope"
34798.8711,14971.3496,73.0615,40.7096,12.1156,12.3921,7.3553,6.1634,17.3193,21.1748,15.5451,6.9921,6.2714,9.0880,3.0947,8.9396,14.5062,12.3623,11.3444,12.3182,6.8760,4.4763,5.1075,4.9741,8.3513,9.0593,4.5037,4.2658,7.1536,17.5925,18.2568,9.9419,6.7564,10.2931,12.9603,5.0797,5.4598,4.4326,4.8777,4.9137,6.1204,10.3223,10.1272,8.2241,7.7531,6.0181,4.7237,5.4287,10.4928,10.3602,5.6309,3.6895,4.7464,4.2378,1.7120,1.5947,1.3963,2.2778,4.7964,7.4825,13.9324,14.5287,9.1379,3.3822,"nope"
34788.9102,14976.8242,97.8184,30.3499,3.1657,25.5057,15.6006,11.3037,5.9958,17.2572,7.5760,1.0654,4.1326,9.0620,4.8043,5.4973,4.6612,11.0796,9.4467,7.8868,2.5119,4.2492,2.8740,8.9203,21.7747,16.1025,8.2482,13.4164,3.4178,21.9143,23.9024,15.1335,4.9112,9.8669,13.5091,10.7026,3.3628,6.1314,9.2501,15.1438,9.5086,8.5015,8.5962,9.8861,1.4772,8.1555,12.3822,15.5250,6.4656,3.3399,8.6046,10.5461,2.5069,14.1917,10.8593,5.1927,8.3488,6.1364,5.4140,3.2893,5.1972,1.0701,3.2440,4.3889,"nope"
34813.0898,14989.5332,79.1648,33.5018,24.0899,5.7282,15.2935,4.6964,9.8333,8.5857,3.6868,10.0333,13.7905,6.3541,13.6928,11.4216,1.9303,4.4340,1.8051,5.2831,9.3026,9.5152,5.4742,3.9486,12.1156,11.3810,6.0323,12.6260,10.2746,9.7275,10.0103,16.5824,9.4556,3.0749,6.9191,10.6380,11.7199,6.9836,2.0956,3.4361,7.3954,5.4825,5.5949,6.5582,8.0480,10.8871,11.3381,8.9338,7.0634,7.1768,5.7165,6.0309,6.1779,1.3345,2.7504,2.9276,5.7795,5.0915,1.6292,0.9391,7.3109,9.7663,10.0072,7.9510,"nope"
34828.1367,14988.0137,73.3972,29.0969,26.8408,17.3896,16.6981,4.5263,18.8296,16.5534,19.2178,8.1905,2.9528,4.6070,5.0938,5.2577,10.3740,13.0470,11.1853,9.6587,5.5070,8.9837,7.7158,0.3359,8.0541,10.0441,3.9077,6.5300,10.7478,16.1557,13.8178,16.5989,7.7653,12.1445,10.6222,4.7009,8.3047,4.4194,3.6596,4.4702,3.1809,12.7177,12.4199,3.9062,5.3780,0.7581,6.4920,6.1501,4.9181,4.7199,3.2727,1.4189,2.4845,4.2145,3.5355,5.4235,2.1406,4.7528,4.2838,5.6638,8.4182,4.2931,1.0505,5.6401,"nope"
34806.0273,14988.6455,84.1458,34.0775,14.5857,17.7667,2.5313,19.5013,16.9118,20.8706,6.2778,3.6875,5.5208,4.5614,11.7835,8.0186,13.7062,4.7946,9.4783,6.7237,3.0623,16.5647,14.4309,7.4463,5.4009,9.9067,9.2138,12.1473,14.2017,21.1651,11.3945,7.0310,3.0327,8.0606,3.5616,2.2013,10.1470,8.4053,6.0519,10.3811,10.0216,4.7017,6.9148,2.2645,8.5203,8.6911,8.1271,4.1844,3.6371,8.2968,5.5505,4.1898,6.7771,3.1679,9.3853,11.1730,6.4777,2.8120,5.2792,5.8355,12.4573,11.8550,6.6424,2.8653,"nope"
34790.6758,14966.9658,66.9486,44.1663,8.1288,7.9557,12.5245,11.6391,5.1616,3.6814,8.4624,2.2952,9.5426,7.6096,11.1024,14.0905,23.1745,17.5918,13.7391,14.8217,4.5685,7.9300,10.9046,4.7016,20.4294,15.4942,3.5075,2.0498,8.0673,22.7630,26.9541,9.3030,2.3967,7.7224,5.7618,7.2749,8.7714,2.3261,2.5612,1.3259,3.7225,2.1072,1.4869,2.3338,5.7492,5.0174,5.4988,12.2069,5.4643,6.4173,2.6402,3.3284,0.7734,3.6902,0.3107,4.2622,7.6873,5.0032,5.4623,7.7654,4.2584,4.3627,10.6327,7.1726,"nope"
34806.3281,14974.0088,67.7047,38.8994,14.4007,17.0495,13.0654,13.2811,4.1443,3.7085,9.2065,13.6389,10.6068,3.9397,5.0787,12.6852,12.6193,2.7313,3.1675,4.8508,5.2204,6.5650,10.9906,8.3461,14.2460,1.4647,6.1119,6.2274,13.2188,21.8681,16.0384,4.1409,7.8943,0.8987,6.3699,2.9648,3.4505,11.8311,12.4549,0.5123,1.4252,5.1853,7.3512,4.9614,7.7228,7.3925,5.0562,3.0732,5.1601,2.3498,3.5998,3.3560,8.6555,10.4303,8.8669,11.5949,9.4973,6.5426,3.9896,3.8452,4.7318,7.0882,5.3530,1.7231,"nope"
34811.3789,14988.0547,85.2535,30.2240,9.1160,23.3315,2.9325,11.7440,11.7102,12.2359,14.7751,5.5970,3.8738,3.9852,9.0727,14.6677,12.4606,3.3103,6.8357,9.5801,13.0475,19.3184,9.3869,7.8314,23.9492,15.5606,4.4682,5.4368,10.8237,18.3674,18.9701,5.4824,12.2469,6.4071,6.8370,10.3325,7.9850,3.3289,1.7364,7.9511,10.3063,6.6660,10.5394,11.2545,8.9156,1.9901,6.9386,4.5054,12.3235,15.5052,10.8579,7.1902,9.5993,5.1082,2.5790,1.9461,5.3971,8.2018,6.0478,8.6469,11.2886,1.7560,8.9795,3.4496,"nope"
34802.8750,14984.0234,87.3501,25.9149,23.4766,16.8303,12.7487,11.0593,17.2668,5.9449,11.7143,8.8032,9.2246,1.0831,16.2692,19.2550,11.0924,7.0103,7.8280,5.4535,8.4913,10.3913,8.3303,3.7565,8.9471,13.6133,7.1015,5.4103,8.5264,12.3957,9.2638,11.7170,10.2315,3.2156,9.0456,3.8724,1.0271,5.7721,8.6834,4.5075,1.1692,3.3210,6.3052,13.3485,11.2938,8.1920,3.3442,1.2373,6.8745,3.8090,3.0251,6.1720,8.4460,5.7712,12.4940,8.0150,4.0418,2.3457,9.1086,5.3160,5.7437,10.8106,5.7038,10.2412,"nope"
34819.8945,14994.8486,78.7686,38.2740,15.6685,15.4591,14.0448,13.0445,5.5024,2.8600,10.0475,9.7483,7.8119,12.9590,15.8096,12.1290,15.2051,6.4388,6.0590,4.2223,8.1990,14.0888,9.0834,3.6989,11.1549,3.4141,9.6186,9.7798,7.2792,10.8352,4.5017,5.2530,14.7201,2.6647,7.7144,1.2373,5.8905,13.0106,12.9251,7.9648,3.7213,3.1366,7.5370,6.1094,6.6970,4.6607,5.0889,12.1452,11.4585,2.8066,2.3833,2.3774,8.5076,17.1120,14.5814,6.4492,12.1949,13.9785,7.2040,5.8118,6.0221,3.6850,2.9410,6.2515,"nope"
34799.4766,14971.8936,74.5748,33.9102,16.0947,22.3577,4.4255,12.4557,8.3931,9.6717,7.7690,9.0707,14.3632,19.5706,9.5550,9.2050,14.7736,7.0952,4.3554,9.6313,9.5553,9.0218,6.4259,2.3160,8.7495,10.3191,7.4228,3.5474,4.9327,8.3960,7.6519,11.9631,2.6498,4.5023,4.6174,4.0565,2.2977,0.9039,1.3867,4.7873,6.3131,5.5345,9.5586,9.9977,6.1552,6.3780,12.8003,10.1043,4.9233,4.3178,2.1289,0.8010,5.3338,5.3179,8.4846,1.9621,5.8725,3.4641,2.8621,9.2510,12.7648,9.0286,2.9510,6.5959,"nope"
34811.5586,14973.5840,68.7429,35.8947,16.6720,8.0830,3.5644,19.3118,13.0653,14.0160,7.4856,2.4409,3.2561,2.2556,7.8842,7.3763,11.4241,5.1801,6.5740,5.9982,2.3700,3.6523,12.0874,8.7492,8.0126,13.9882,6.0895,8.8546,5.0302,22.8661,19.9385,13.1960,5.3724,3.0930,8.5920,6.8473,12.6382,12.7947,6.4447,7.9532,4.2523,5.1542,1.1436,4.9348,4.4109,6.0992,7.7045,9.3260,4.9189,2.7692,4.4533,2.4607,5.0024,6.6783,5.7790,3.1101,5.9273,6.2971,2.1307,2.9195,10.1010,15.5625,13.1842,8.6987,"nope"
34829.8516,14999.7568,90.4114,29.1289,14.7348,19.9122,5.6754,5.7148,17.4988,7.6168,9.8359,10.5429,5.6505,2.3066,3.3778,5.7277,6.7175,5.8204,9.1868,7.4597,3.7954,20.5149,24.2727,4.1734,14.6248,17.1957,3.8494,7.4044,10.1150,22.9118,20.9228,8.1862,6.2923,12.5145,8.7224,3.5319,5.0001,5.5752,10.1099,8.7459,1.4456,7.7823,7.6024,15.1338,8.4778,6.0190,9.7161,5.9224,8.4021,6.1204,3.3575,0.6336,7.9894,6.2491,2.8160,5.7405,9.4275,8.2620,8.0176,7.0698,9.5107,7.4111,5.5068,6.3933,"nope"
34806.3398,14988.3984,88.7259,27.6465,13.3210,17.3598,11.2133,6.3863,10.8937,7.6986,9.3467,11.2582,2.9473,6.5309,7.8758,14.9070,17.5774,4.0475,6.8781,8.3296,10.7106,10.3943,10.3678,7.5817,13.1933,13.0209,9.7324,11.4844,8.7325,16.3148,22.1823,11.2218,6.1312,1.4013,4.0515,1.4723,5.2823,0.8192,7.7565,2.5050,3.1001,4.3683,4.5815,1.3325,3.9065,8.8414,10.9959,14.3090,11.2558,6.7466,2.7274,3.5107,7.4840,10.9813,11.1028,6.8188,6.2423,4.4429,8.5795,7.5910,13.6588,7.7839,10.3460,9.9556,"nope"
34823.4180,14988.7393,77.4471,29.5803,18.6280,17.4186,6.8944,13.4285,5.2875,9.9116,11.0179,20.7478,14.7628,5.5176,6.2526,8.3775,7.7463,9.8248,6.7043,8.7046,24.4227,17.7162,1.4353,9.5176,15.2741,15.9210,4.5724,6.7654,13.5246,29.0541,24.4217,4.5911,6.1882,1.0438,8.7099,8.2345,6.2690,8.2091,2.0966,9.0091,13.3966,8.9292,6.6739,7.7441,5.7953,7.7789,12.1250,5.1370,7.5788,4.2537,4.4467,6.2547,12.4041,9.6437,6.7680,3.1417,1.5544,7.5266,3.7246,3.2247,5.8724,5.9686,2.1382,3.8150,"nope"
34830.8359,15012.9951,97.5910,34.5165,13.1835,11.9966,21.4748,8.1218,6.3770,6.9093,5.1715,5.8807,7.3927,11.6708,13.2407,20.3931,7.8238,5.7358,0.9833,10.1235,11.2808,0.2406,8.7789,10.0744,11.3023,20.2745,8.8413,1.9760,6.0921,14.0908,13.3710,11.8583,0.6112,3.2509,0.4912,5.1733,6.2345,8.4817,12.4929,12.0209,4.1864,3.7452,3.6898,8.5555,2.6694,4.1765,2.0864,1.5966,5.2027,1.4798,8.3833,8.7840,9.1334,3.8685,1.2818,5.1960,4.4182,4.9361,5.7396,3.3218,4.6821,5.8126,3.9063,4.9907,"nope"
34805.8438,14979.2100,75.0340,36.3818,16.1247,14.5559,8.0667,14.6185,16.5434,13.5795,18.1347,5.6087,4.4282,10.4130,10.1018,5.9320,11.0548,10.1614,12.9598,13.2537,9.6397,5.9438,3.5680,5.8983,10.3707,22.1006,12.5522,5.4058,11.4942,21.8637,21.3389,17.0562,15.8700,7.2610,3.5102,4.6535,0.7555,1.2126,2.7908,4.7086,6.9228,2.5914,4.6968,3.5679,6.7957,6.7435,3.3847,1.5429,5.1877,8.7510,17.0604,17.4098,8.4935,4.3489,5.0641,8.5524,11.5440,9.2517,6.1866,7.1437,5.6344,11.0899,14.5131,11.4952,"nope"
34812.3359,14979.6465,77.0912,18.3941,33.5398,2.0286,11.5060,8.4827,5.6437,9.7044,9.4685,4.2279,7.0110,13.1110,9.3335,10.5767,7.7784,6.1262,5.0559,7.3410,8.3403,5.9921,4.0539,0.8115,16.9845,8.7371,3.7042,4.5835,1.2279,16.1328,15.0991,7.4817,5.1628,5.9575,3.4380,8.2278,8.9155,10.3447,9.0807,4.9698,4.5167,1.2122,9.1718,11.0044,13.6342,4.4831,1.5976,3.4005,3.5500,6.0881,8.0426,9.8155,6.3651,7.6598,10.6336,3.0866,5.2726,3.1615,7.8445,8.9559,1.5837,2.4739,4.2897,2.8122,"nope"
34823.6680,14985.3906,73.5905,30.5165,23.6570,5.5655,20.8954,3.5754,4.6146,11.8469,7.2787,9.8456,3.7880,2.4887,6.7526,3.2446,9.5320,5.9092,4.5999,4.2461,1.9598,12.4867,8.4712,2.8971,11.6633,19.1842,11.1902,5.2261,5.3414,9.0516,12.8460,11.1186,10.9055,0.6737,8.9708,10.7587,6.7088,8.1483,5.1420,5.0543,3.7025,7.5826,1.1827,3.7852,7.6285,2.8789,7.9462,8.0536,4.5431,2.4280,1.6256,2.6609,3.7485,9.4411,2.3440,5.9220,8.6397,5.3435,3.2668,7.7352,6.4889,0.5138,5.4363,5.0210,"nope"
34810.6445,14975.1904,70.2226,35.4836,12.4221,18.2330,8.1275,3.6597,4.7442,3.6497,4.1980,4.3477,4.7654,3.6211,8.0416,8.4640,20.3647,19.9112,10.5772,3.2581,2.4898,7.2456,7.1861,3.0815,16.5846,11.9090,11.6323,8.5938,6.3815,11.8654,17.6630,10.5945,5.8840,5.4152,4.6652,11.4537,17.8766,10.0287,6.2860,12.8334,18.1280,17.0880,6.9604,8.7057,14.0951,5.0306,1.6278,7.1328,5.0868,10.0725,9.7963,5.4396,8.4166,9.1189,7.9472,7.7188,7.5039,6.6609,2.8636,6.9781,9.6113,10.6085,13.8565,11.0325,"nope"
34805.0039,14981.2529,94.1532,17.9882,14.8871,19.3600,11.5192,17.4906,6.7128,10.7765,9.4467,5.2513,2.8891,3.1109,4.8046,0.8347,3.0307,7.7238,13.1222,10.8531,7.1869,8.8909,4.1674,6.5240,17.7863,10.9839,3.8404,3.3470,2.9071,9.5501,8.0607,10.7742,4.4285,7.6413,13.1896,4.9914,1.1333,5.4103,3.3439,2.7567,6.2375,3.6107,1.6971,5.9487,7.0578,4.3114,5.9206,5.5358,1.8457,4.6957,10.5532,10.9170,6.1085,12.1351,11.3967,7.4504,2.3096,6.2627,7.6328,9.7083,9.1027,7.3623,3.4546,7.5084,"nope"
34838.8750,14999.2695,74.7731,29.5077,20.1391,17.8030,2.3558,17.5418,18.2636,9.2193,15.4663,15.6822,6.3262,1.2919,2.6530,6.1378,10.1129,2.4985,6.8379,9.1465,11.6987,10.5896,9.9635,5.7438,7.7312,8.8997,8.2370,4.2492,2.5630,15.7208,18.8045,13.5286,4.2751,5.0859,1.5902,6.6624,10.8365,4.3929,5.1438,1.4844,3.5655,2.4329,6.7685,7.7296,7.9689,3.5225,3.9801,3.4890,8.2002,10.0790,8.7370,12.2290,5.1656,1.7408,4.5079,6.4058,6.3192,12.0183,9.9742,5.8639,4.3351,2.1382,2.2626,4.9077,"nope"
34806.4414,14989.9395,94.4053,17.2038,21.2981,11.5147,8.6772,16.4475,17.7127,16.5592,5.2822,20.1861,8.3505,10.3648,13.9268,7.8846,9.3668,10.9337,12.6884,13.3406,5.8041,6.7021,10.7628,9.2117,2.4829,4.7024,8.6399,8.5810,8.2193,18.3056,5.9658,9.8396,3.4743,8.1608,10.1159,8.6751,5.2079,3.9152,4.8367,2.9796,3.9016,3.3302,8.7301,9.6710,1.9384,7.8000,4.0034,3.6339,4.0750,8.8239,9.0307,3.2467,8.6604,8.8277,1.6797,12.0419,13.3566,5.3527,2.9778,7.4909,2.7961,3.9015,3.9018,12.9988,"nope"
34778.4375,14949.9961,57.7306,44.9593,19.0386,3.8826,14.8538,5.9935,7.5328,10.4563,8.4742,13.8821,5.9152,9.6716,5.1936,9.1678,15.3593,5.2421,2.9783,4.1564,5.1751,13.9256,11.9585,4.6963,12.1728,10.8064,0.6970,4.7695,4.4480,18.2658,19.6913,10.5106,2.9145,4.8765,8.6349,9.4751,8.5319,8.4439,3.9269,3.1875,8.3808,5.5810,4.9796,6.8397,3.5371,2.0634,2.8528,1.3320,7.9645,9.9208,8.9031,3.8716,2.9631,2.1498,2.8071,5.4466,4.1256,3.8190,13.5745,18.9506,11.2438,6.9079,10.4495,12.6376,"nope"
34822.9492,14991.9219,83.1500,27.3965,29.6294,18.3403,8.9642,7.0394,10.5191,7.6581,17.0321,13.4067,9.5641,13.8006,7.5659,1.5625,10.0574,3.9262,5.3105,3.7377,1.3185,12.7136,13.3843,6.9413,11.6192,20.3638,3.6053,3.3744,10.6661,22.3669,21.0838,10.5775,0.8229,3.9493,7.1532,8.3757,6.7519,12.7226,8.8073,1.1929,2.7370,2.3989,3.5794,0.4975,4.7908,5.8910,1.2392,3.6130,3.8827,7.4164,16.2719,12.3732,8.4105,2.5347,5.4875,5.5954,3.8147,3.4086,3.3911,0.3608,2.2343,6.2872,6.6767,5.8985,"nope"
34797.8906,14988.3135,90.5578,38.0847,12.2195,15.7161,11.1954,15.6070,11.1965,9.5234,5.8243,8.5435,15.3329,7.0207,9.9025,7.8542,13.9271,7.5917,7.1021,2.2656,8.8480,12.0397,12.9989,11.8108,21.5445,24.2446,2.3723,8.2950,12.8687,18.3356,19.5370,17.1569,0.6103,5.2852,3.3504,5.6054,6.3911,1.7575,7.2788,5.6442,10.1521,10.2302,2.4067,3.3006,3.4817,6.1121,2.8835,7.1023,6.4725,2.7957,6.3204,7.2277,2.4481,2.7070,1.5012,1.7795,6.2188,7.3219,6.5081,6.5236,4.6539,4.6426,6.8861,2.8259,"nope"
34814.8984,14990.2119,70.5037,57.0134,16.9657,15.5645,24.9629,5.6710,15.7726,21.2834,18.1760,11.9373,6.6742,3.2966,3.6670,17.2179,23.1306,8.9483,11.5583,9.1444,8.7955,13.4197,5.7776,11.4624,20.3878,11.5906,11.4948,4.0499,8.2302,16.4628,18.3326,19.0377,15.2122,12.1228,8.2042,3.7123,11.2772,11.0020,10.6971,8.5602,9.7952,4.3913,0.4262,1.5218,4.3682,7.1573,9.0505,7.4681,2.7582,4.4922,12.0297,4.6435,1.6821,6.7390,5.5686,6.5728,11.7701,8.4880,2.9388,8.3209,8.0966,5.7414,7.0793,9.1431,"nope"
34814.8125,14981.3340,76.8995,19.9840,24.7038,4.6881,15.1974,10.4556,18.9569,13.2025,10.6179,8.2278,13.2865,4.2183,10.0912,15.3316,21.8944,7.0338,14.5027,21.4319,10.9542,5.3254,7.3655,4.0004,15.8481,14.4921,9.1943,5.2268,5.4074,13.8777,9.7511,9.9634,4.8301,8.1139,13.3485,13.3418,10.3877,2.7460,3.7463,4.5772,12.6125,7.6579,5.5610,7.2916,7.7031,7.6370,6.0596,6.1651,7.9802,7.5300,4.7954,7.8725,6.1015,9.7854,10.2759,3.7938,2.6656,6.6049,9.8886,6.0518,3.0832,7.5632,10.1118,9.0220,"nope"
34807.2227,14982.1963,83.6815,28.1966,34.2143,9.6402,10.8564,11.0761,10.1880,20.3132,10.9438,6.9908,3.2512,5.9162,5.6844,13.5242,17.0094,9.4390,8.6444,12.3931,5.9977,5.5282,1.6653,6.4545,23.1016,20.3367,10.1787,3.2084,3.4167,0.9768,14.8507,11.1578,15.9927,9.8281,3.6005,4.5572,5.1233,6.1809,4.3500,2.8299,4.9146,10.3212,5.0076,4.6993,7.3167,5.6591,2.5089,5.9430,4.8692,2.2211,3.7298,7.7550,11.5914,4.8332,6.6212,6.7767,5.2320,4.7110,6.6033,10.6940,8.4325,2.4484,0.6821,1.3497,"nope"
34818.9609,14982.7207,74.8651,19.4705,24.6811,9.7214,17.9717,14.8227,13.3898,5.6812,14.3825,13.8383,11.7455,0.4980,4.1702,6.3264,10.1963,8.2108,4.4098,1.3677,6.1469,1.7457,3.1664,6.3261,17.3699,20.4984,0.5222,8.5241,8.8407,12.1213,5.2093,8.0588,2.6383,1.8866,2.9863,2.2234,6.5749,16.3809,16.0160,7.7966,8.4871,9.1680,5.9968,4.9006,5.0873,6.3337,5.0239,0.7352,2.7276,3.8521,2.6705,3.0785,3.8512,3.2902,4.5734,5.4284,7.4477,10.8448,10.1596,3.9759,4.9234,1.5600,2.8515,4.2470,"nope"
34805.2891,14972.1338,75.2972,25.1035,27.9730,12.6134,8.7690,8.2690,9.5412,9.2263,11.0404,8.6951,6.0108,10.0268,1.4285,9.5823,9.9920,1.6472,8.1883,9.9505,12.8304,11.9425,9.5621,7.7952,7.8959,10.8442,5.4438,5.8098,8.2406,15.9470,13.3219,3.4292,5.9729,0.3764,6.8203,3.3149,3.6390,7.1936,5.4130,3.8564,6.4360,7.7884,4.0981,5.3665,7.5814,10.6428,2.1718,9.5304,8.6572,6.7763,2.0590,10.7983,1.6254,4.0268,4.4067,4.8314,6.0936,1.1190,5.2920,6.9134,6.3209,5.5710,5.9324,9.1001,"nope"
34814.9375,14994.3242,84.9738,42.8379,21.1636,10.8620,6.9371,13.4505,3.8356,7.5816,16.3417,15.3437,7.3369,2.3715,7.8896,19.6064,15.1705,5.1347,3.9490,10.5603,9.8101,8.2436,4.6633,5.5620,22.4218,22.6061,9.8571,6.5385,12.4574,16.8891,16.5165,10.9410,20.8989,16.1151,5.6683,13.7182,8.0377,9.7522,12.7742,5.6605,5.7382,2.2966,5.1676,7.6374,7.9652,7.4481,11.7432,18.2694,20.6782,11.0131,2.9169,4.7207,6.3094,10.4317,6.2801,8.3974,12.6138,10.8201,2.8861,5.3871,6.9033,1.3864,7.8048,7.9262,"nope"
