"f1","f2","f3","f4","label"
21.66,19.58,2.08,145.43,"nope"
31.38,18.06,2.23,450.51,"nope"
30.91,16.41,1.17,483.26,"nope"
26.18,17.59,1.12,399.38,"nope"
25.30,15.46,0.75,525.65,"nope"
24.42,15.09,0.20,286.90,"nope"
30.30,16.38,1.68,318.90,"nope"
23.86,23.20,2.81,173.87,"nope"
15.58,25.15,2.47,75.51,"nope"
49.12,10.45,1.80,1292.45,"nope"
28.63,16.60,2.23,407.79,"nope"
42.20,10.91,0.67,812.35,"nope"
29.79,15.51,3.42,624.43,"nope"
30.54,20.36,2.53,439.86,"nope"
22.40,23.08,0.81,215.21,"nope"
24.80,23.42,0.73,110.29,"nope"
24.21,22.19,1.87,127.00,"nope"
21.52,30.27,1.00,124.77,"nope"
24.23,23.82,2.67,123.82,"nope"
15.59,24.28,0.49,86.09,"nope"
19.24,25.24,0.67,169.53,"nope"
23.78,25.93,4.66,87.98,"nope"
18.36,24.08,1.06,133.97,"nope"
21.77,24.39,2.00,89.70,"nope"
22.12,21.98,1.28,230.87,"nope"
25.34,22.10,0.86,237.59,"nope"
16.39,26.23,0.71,142.36,"nope"
27.44,20.88,2.95,260.49,"nope"
1855.65,18.08,228.11,9582.57,"blow"
1183.03,14.23,73.39,9151.01,"blow"
1683.16,16.95,92.51,13016.19,"blow"
1347.86,15.48,60.01,10181.38,"blow"
1366.04,14.45,40.61,9868.96,"blow"
1587.69,20.93,206.27,9184.22,"blow"
1889.31,22.20,291.06,7617.81,"blow"
2145.30,19.72,346.85,10595.10,"blow"
1866.83,23.40,88.88,11866.63,"blow"
1961.08,20.05,113.06,10407.86,"blow"
1916.95,18.04,214.23,14985.53,"blow"
1763.39,17.69,208.04,16979.38,"blow"
18.18,22.68,2.44,109.75,"nope"
21.88,20.90,0.90,164.72,"nope"
24.65,19.11,0.57,282.76,"nope"
22.30,27.13,0.87,133.45,"nope"
19.59,24.08,0.97,192.57,"nope"
26.53,18.98,1.11,445.62,"nope"
23.59,23.07,1.92,163.20,"nope"
19.36,20.65,0.57,225.32,"nope"
22.12,23.19,0.65,274.13,"nope"
23.43,22.52,0.97,271.32,"nope"
20.52,29.32,0.68,128.56,"nope"
22.09,22.46,0.73,221.38,"nope"
22.48,18.80,1.71,224.29,"nope"
23.27,30.56,0.61,164.88,"nope"
15.42,23.55,1.83,103.08,"nope"
1166.21,11.96,43.59,15304.67,"blow"
651.60,11.72,15.72,7357.79,"blow"
831.58,10.48,19.23,10020.78,"blow"
767.16,12.80,12.04,5663.77,"blow"
1097.89,10.73,11.45,15991.47,"blow"
468.33,9.60,14.86,6211.06,"blow"
453.67,9.10,7.92,6724.93,"blow"
685.08,8.10,5.01,11363.22,"blow"
884.41,9.59,20.84,14201.54,"blow"
690.30,11.37,30.04,9620.47,"blow"
513.70,11.29,7.26,4085.35,"blow"
950.36,11.32,32.98,12298.34,"blow"
641.67,10.06,12.65,6854.56,"blow"
1116.65,11.36,27.20,13294.21,"blow"
816.38,9.92,15.83,10562.96,"blow"
1169.15,12.65,20.19,8522.54,"blow"
17.41,26.11,2.42,142.55,"nope"
18.77,24.95,3.07,171.60,"nope"
13.69,23.60,0.36,76.05,"nope"
15.68,26.05,1.85,73.60,"nope"
23.53,16.34,0.91,293.45,"nope"
12.98,19.16,1.56,96.25,"nope"
1211.46,11.11,26.12,14108.59,"blow"
1194.29,15.75,38.77,8943.97,"blow"
1172.06,15.61,85.76,13248.47,"blow"
1666.38,16.70,153.74,10000.33,"blow"
1641.00,15.33,87.58,14105.93,"blow"
1643.14,16.41,163.18,10100.14,"blow"
1160.29,12.58,39.76,11166.98,"blow"
1288.37,13.19,58.84,13909.51,"blow"
1248.71,14.61,56.32,8566.71,"blow"
850.30,13.38,19.01,5894.32,"blow"
1205.97,12.24,24.04,10147.52,"blow"
1540.29,14.74,72.46,9556.95,"blow"
1307.61,14.22,14.46,10554.06,"blow"
1748.06,16.63,43.14,10934.51,"blow"
1673.13,15.93,89.66,9737.53,"blow"
1822.43,15.29,20.93,12860.31,"blow"
412.51,8.30,3.67,4522.10,"nope"
24.38,20.62,1.52,273.34,"nope"
27.20,17.31,2.51,323.05,"nope"
29.97,18.04,1.01,228.60,"nope"
20.03,24.30,0.95,188.41,"nope"
16.81,24.42,1.92,83.11,"nope"
17.42,26.47,1.89,111.59,"nope"
20.42,23.35,1.22,122.40,"nope"
14.61,27.35,1.37,91.12,"nope"
17.35,27.14,0.79,108.05,"nope"
19.11,24.91,0.62,123.75,"nope"
16.38,29.28,1.71,106.45,"nope"
17.67,28.90,0.59,108.90,"nope"
18.07,26.44,0.70,104.39,"nope"
19.52,27.98,1.26,104.25,"nope"
18.86,21.92,1.73,179.33,"nope"
22.76,22.02,2.09,140.61,"nope"
18.76,27.53,1.58,125.10,"nope"
15.61,30.42,1.06,75.94,"nope"
18.78,25.77,0.78,108.45,"nope"
22.76,23.19,2.06,163.58,"nope"
12.79,33.65,1.99,54.83,"nope"
28.85,17.85,2.52,287.49,"nope"
17.14,23.15,0.82,151.89,"nope"
14.23,19.66,1.51,177.38,"nope"
20.31,15.34,0.41,282.26,"nope"
14.52,20.09,0.91,204.59,"nope"
27.50,22.40,3.01,151.98,"nope"
27.27,25.85,1.98,182.54,"nope"
20.95,23.38,1.49,161.18,"nope"
19.27,26.86,1.84,76.79,"nope"
330.99,7.15,1.84,6694.85,"blow"
1175.62,11.57,29.93,11042.07,"blow"
1028.37,11.93,6.30,10921.36,"blow"
983.99,15.44,29.49,8661.52,"blow"
1228.05,12.13,11.29,11460.37,"blow"
1055.95,14.32,56.32,9177.06,"blow"
1613.96,15.81,62.05,13833.20,"blow"
1297.27,14.94,21.08,10460.11,"blow"
1451.30,16.15,125.74,12946.45,"blow"
829.42,11.72,21.89,6552.10,"blow"
1021.50,11.57,21.84,9335.70,"blow"
693.63,11.30,7.51,9103.44,"blow"
916.14,10.83,18.74,10309.61,"blow"
1464.34,14.44,108.32,14473.57,"blow"
1480.99,16.28,40.99,13507.49,"blow"
1522.86,17.77,27.31,10140.90,"blow"
1231.64,16.57,64.72,11137.48,"blow"
1500.41,16.86,62.81,8154.88,"blow"
1480.62,14.53,26.26,12177.23,"blow"
1593.92,14.66,87.28,12784.43,"blow"
1426.20,14.47,67.32,12123.32,"blow"
1186.52,15.18,24.06,8586.80,"blow"
1636.40,17.01,40.91,8308.46,"blow"
1464.37,17.38,88.08,12713.00,"blow"
1555.49,17.06,12.23,8742.26,"blow"
1553.19,17.28,64.22,11282.56,"blow"
1479.20,15.43,16.34,11593.17,"blow"
1484.30,16.26,45.71,12369.42,"blow"
1700.27,19.25,285.71,9282.96,"blow"
1779.69,18.37,78.48,7536.46,"blow"
14.91,27.82,0.53,76.63,"nope"
16.95,27.02,3.54,71.29,"nope"
19.96,22.11,2.12,109.98,"nope"
19.74,20.45,1.24,122.55,"nope"
16.52,18.50,0.76,144.81,"nope"
21.45,19.44,1.08,181.55,"nope"
13.18,19.41,1.35,108.55,"nope"
16.79,20.37,0.30,141.94,"nope"
18.09,21.02,0.41,140.83,"nope"
14.67,19.24,0.43,131.14,"nope"
22.69,19.77,1.82,153.13,"nope"
12.71,23.06,0.66,67.79,"nope"
20.29,21.29,1.57,116.26,"nope"
20.94,20.56,1.29,102.73,"nope"
15.18,26.81,0.87,77.05,"nope"
23.36,22.75,1.16,123.08,"nope"
29.91,19.78,0.46,192.70,"nope"
18.56,23.48,1.61,133.17,"nope"
11.95,25.85,1.96,77.58,"nope"
13.97,25.72,1.58,63.77,"nope"
12.47,25.88,1.62,50.23,"nope"
15.38,32.79,0.43,117.64,"nope"
13.22,27.69,2.22,95.55,"nope"
11.10,28.26,1.87,44.08,"nope"
22.24,30.76,2.10,110.55,"nope"
17.87,25.00,3.17,122.32,"nope"
16.11,27.67,1.10,67.03,"nope"
1693.50,18.05,151.16,13492.14,"blow"
2537.49,22.93,286.62,12211.56,"blow"
2478.08,22.38,64.76,13329.10,"blow"
2626.18,22.62,168.54,10323.07,"blow"
2012.27,20.15,281.58,14738.52,"blow"
2439.74,24.74,272.55,10070.90,"blow"
14.70,17.25,1.86,157.21,"nope"
11.68,21.71,0.17,75.79,"nope"
16.79,16.06,0.91,227.63,"nope"
13.95,18.97,0.98,93.72,"nope"
30.71,18.00,0.71,415.57,"nope"
27.04,25.85,0.50,231.43,"nope"
19.57,28.44,0.50,114.56,"nope"
14.57,23.27,1.12,90.85,"nope"
16.55,21.78,0.77,122.02,"nope"
14.49,22.87,1.48,88.75,"nope"
16.32,24.34,2.00,89.28,"nope"
22.50,20.25,1.00,189.72,"nope"
24.25,21.76,0.85,296.06,"nope"
17.99,23.26,2.59,109.36,"nope"
15.98,20.90,1.57,134.58,"nope"
17.73,23.05,1.57,160.12,"nope"
24.17,25.69,1.93,177.95,"nope"
24.43,26.08,1.58,173.26,"nope"
22.14,22.33,0.84,139.95,"nope"
2442.38,22.36,173.29,9071.31,"blow"
2291.36,21.22,67.35,11569.29,"blow"
2545.29,21.71,355.14,9511.91,"blow"
2395.14,23.07,256.78,8715.54,"blow"
2060.26,21.59,129.57,14030.80,"blow"
2543.16,22.81,229.04,11037.04,"blow"
1942.34,19.74,70.72,17808.82,"blow"
2126.07,21.39,275.50,16324.82,"blow"
2236.60,21.49,143.83,14480.63,"blow"
2237.35,23.68,428.66,10339.21,"blow"
2274.01,21.26,117.11,13527.17,"blow"
2475.00,21.61,138.34,10273.82,"blow"
1979.11,18.41,51.71,15227.23,"blow"
62.43,12.91,1.91,638.43,"nope"
26.03,14.94,1.08,328.93,"nope"
17.05,14.72,0.60,270.11,"nope"
12.80,24.39,1.07,58.90,"nope"
31.94,14.11,0.83,552.03,"nope"
22.44,19.03,1.20,228.32,"nope"
11.56,22.81,0.13,118.12,"nope"
22.60,22.40,2.50,160.80,"nope"
18.03,21.11,1.23,199.09,"nope"
17.70,23.77,2.10,111.26,"nope"
14.37,23.21,0.62,85.27,"nope"
19.05,16.69,0.55,238.52,"nope"
21.56,25.73,2.65,118.69,"nope"
20.02,20.75,1.70,98.97,"nope"
13.10,23.34,0.44,86.74,"nope"
9.72,27.21,1.04,43.44,"nope"
12.39,17.27,0.15,172.82,"nope"
11.64,19.81,1.40,149.83,"nope"
16.26,19.48,1.08,205.32,"nope"
19.08,19.38,1.64,102.66,"nope"
18.76,23.45,3.61,124.96,"nope"
20.75,20.44,2.04,131.57,"nope"
21.44,25.06,0.76,113.73,"nope"
22.85,21.46,1.66,180.82,"nope"
23.28,18.67,3.70,243.64,"nope"
21.33,22.90,1.93,138.58,"nope"
29.10,25.66,4.38,149.29,"nope"
26.40,27.00,4.15,124.05,"nope"
19.39,24.74,1.14,127.74,"nope"
914.09,10.74,5.79,11595.96,"blow"
2060.96,18.81,241.28,11915.69,"blow"
2351.84,21.99,184.83,12230.29,"blow"
2290.20,21.26,257.13,9686.75,"blow"
2299.96,23.01,257.80,10528.07,"blow"
2123.16,20.05,104.56,11297.27,"blow"
2046.18,20.78,297.08,13598.83,"blow"
2361.47,19.82,284.41,11134.52,"blow"
2317.66,23.23,263.34,11618.31,"blow"
1964.76,19.58,63.33,18504.32,"blow"
2158.97,22.20,156.26,11640.21,"blow"
2399.63,23.08,288.03,9131.46,"blow"
2474.88,21.98,148.91,10025.78,"blow"
19.05,22.16,0.84,286.61,"nope"
23.14,14.47,0.16,491.16,"nope"
15.87,14.21,0.49,413.56,"nope"
24.80,18.13,1.72,597.86,"nope"
17.81,14.92,0.74,480.06,"nope"
16.04,15.66,0.48,383.39,"nope"
23.14,15.75,2.04,504.46,"nope"
23.51,12.31,1.13,623.84,"nope"
21.54,14.41,0.93,541.96,"nope"
16.18,16.53,1.13,238.23,"nope"
22.89,15.02,0.58,519.07,"nope"
22.95,15.52,1.99,387.78,"nope"
24.40,15.47,0.58,427.90,"nope"
20.59,13.72,1.10,632.51,"nope"
18.24,18.63,0.86,194.01,"nope"
17.26,20.89,0.83,101.63,"nope"
25.69,25.03,1.02,258.14,"nope"
21.77,20.55,1.47,215.54,"nope"
24.09,22.02,3.01,155.86,"nope"
19.27,20.83,1.20,252.69,"nope"
21.32,19.56,1.79,193.60,"nope"
21.37,21.33,2.31,206.24,"nope"
17.87,23.88,1.78,170.84,"nope"
22.40,23.89,3.19,178.07,"nope"
27.91,18.57,0.84,268.23,"nope"
18.96,22.68,1.79,80.84,"nope"
21.38,24.65,0.63,120.34,"nope"
26.09,20.73,0.96,243.64,"nope"
1870.01,16.97,15.38,9790.69,"blow"
1677.37,17.97,26.27,10993.06,"blow"
2050.79,20.67,322.06,9964.48,"blow"
2192.32,18.53,138.23,10896.88,"blow"
1795.41,16.25,93.87,13891.27,"blow"
2149.41,21.56,140.21,12154.08,"blow"
1740.72,18.04,163.85,10325.91,"blow"
2028.21,20.97,140.15,8411.36,"blow"
2060.55,19.51,93.79,10834.40,"blow"
1999.44,19.27,181.66,10747.42,"blow"
1714.67,18.51,86.99,16044.86,"blow"
1990.94,18.42,55.47,14827.76,"blow"
1835.91,19.35,0.94,12921.58,"blow"
1920.97,20.86,220.08,10080.11,"blow"
2238.79,20.60,250.36,10218.77,"blow"
1918.25,16.97,100.21,13620.72,"blow"
2409.73,21.30,213.13,10239.99,"blow"
1782.76,22.07,79.74,8368.44,"blow"
2193.65,21.29,268.07,10606.43,"blow"
2170.74,20.06,164.62,10688.44,"blow"
1287.60,14.22,11.57,13304.25,"blow"
20.04,18.96,0.62,411.85,"nope"
23.63,19.91,0.82,398.43,"nope"
22.00,21.46,1.85,186.68,"nope"
29.12,25.09,5.07,247.02,"nope"
20.72,26.57,0.92,117.11,"nope"
25.35,29.09,4.05,125.63,"nope"
21.57,29.21,1.15,157.66,"nope"
22.07,28.31,1.19,128.05,"nope"
24.18,31.97,2.46,142.11,"nope"
24.03,25.43,1.94,117.79,"nope"
13.96,22.62,0.50,86.41,"nope"
2265.38,20.59,146.45,11873.41,"blow"
2230.46,21.15,225.26,11217.74,"blow"
1869.99,21.19,136.45,13852.59,"blow"
2188.34,23.59,198.31,7559.54,"blow"
2687.86,24.63,348.87,7910.94,"blow"
2540.78,24.94,94.73,9592.25,"blow"
2466.04,25.62,346.81,11457.55,"blow"
2383.33,22.96,184.07,8634.07,"blow"
19.92,21.00,2.93,147.41,"nope"
17.67,20.31,1.03,129.94,"nope"
13.76,20.69,1.27,123.30,"nope"
11.27,25.34,0.67,37.25,"nope"
22.51,19.14,1.92,224.75,"nope"
26.77,20.80,1.87,219.35,"nope"
12.59,21.85,0.91,68.87,"nope"
14.68,24.28,0.58,81.93,"nope"
25.01,36.73,3.64,141.98,"nope"
14.35,42.88,1.62,125.18,"nope"
12.05,35.87,1.25,82.05,"nope"
20.56,30.53,2.27,239.00,"nope"
15.52,23.19,0.07,133.41,"nope"
16.79,32.01,1.74,218.32,"nope"
12.28,33.82,0.80,64.93,"nope"
13.85,34.84,0.45,124.49,"nope"
13.43,35.38,0.82,156.02,"nope"
14.35,33.20,1.70,81.88,"nope"
13.58,34.50,1.29,107.52,"nope"
1597.34,15.93,42.46,9232.50,"blow"
1945.10,18.51,14.32,9081.17,"blow"
1751.90,18.48,39.66,8214.43,"blow"
2105.06,19.07,120.23,10046.65,"blow"
2113.53,20.78,284.41,10271.31,"blow"
1756.63,19.08,174.67,8617.49,"blow"
1892.97,18.03,25.59,12325.14,"blow"
1609.53,20.75,201.35,9197.06,"blow"
2109.95,21.34,136.54,12101.01,"blow"
2208.60,20.99,85.87,15060.96,"blow"
1953.74,18.69,133.80,14305.76,"blow"
2214.59,21.13,88.30,14661.45,"blow"
1793.96,18.58,214.35,14333.68,"blow"
1958.55,18.54,208.52,14031.97,"blow"
1713.14,19.57,47.99,9427.37,"blow"
1723.92,17.50,156.88,12000.94,"blow"
1800.23,20.69,210.69,9945.88,"blow"
2012.80,19.26,244.49,8480.57,"blow"
1992.39,20.08,146.92,10827.00,"blow"
2136.07,20.44,149.27,12493.60,"blow"
1736.68,18.78,54.23,14084.48,"blow"
1905.64,17.84,104.57,10998.34,"blow"
10.36,19.94,0.90,116.25,"nope"
16.23,21.66,0.42,102.14,"nope"
24.16,23.86,2.71,193.73,"nope"
27.24,18.97,0.54,248.03,"nope"
15.82,24.16,1.29,87.73,"nope"
13.30,22.54,1.27,53.82,"nope"
14.86,23.14,3.51,68.98,"nope"
22.69,23.31,1.72,331.55,"nope"
17.51,21.26,0.34,291.31,"nope"
24.92,19.34,0.93,194.53,"nope"
13.44,24.23,2.35,59.79,"nope"
8.13,28.05,2.53,37.50,"nope"
8.09,26.69,0.79,51.22,"nope"
8.29,23.99,0.92,43.58,"nope"
7.73,26.47,1.13,22.86,"nope"
9.86,20.75,1.17,85.90,"nope"
8.56,23.37,1.01,69.14,"nope"
9.64,25.34,1.24,47.72,"nope"
31.72,12.50,2.25,632.80,"nope"
20.59,14.54,1.48,357.10,"nope"
10.98,18.82,1.36,106.61,"nope"
9.66,22.90,0.40,68.31,"nope"
8.41,23.00,0.87,51.03,"nope"
8.56,22.34,0.86,50.28,"nope"
8.52,24.23,1.21,48.46,"nope"
10.97,23.24,2.20,66.56,"nope"
9.20,24.09,0.92,69.13,"nope"
8.19,23.26,1.05,28.92,"nope"
10.43,21.66,0.43,56.80,"nope"
10.03,21.57,1.19,76.22,"nope"
12.49,19.28,1.47,131.85,"nope"
17.71,16.63,0.83,235.99,"nope"
11.61,18.37,1.49,100.85,"nope"
12.95,19.67,0.12,107.80,"nope"
11.34,19.54,0.53,112.67,"nope"
12.15,20.34,1.53,134.29,"nope"
11.50,21.73,0.50,102.88,"nope"
13.74,22.25,1.21,55.26,"nope"
11.04,20.27,0.07,65.92,"nope"
18.82,17.34,0.71,156.72,"nope"
14.79,20.81,2.90,65.44,"nope"
16.09,18.16,0.26,129.42,"nope"
17.46,20.43,1.49,78.54,"nope"
19.00,17.43,0.44,233.77,"nope"
16.08,16.64,0.82,183.56,"nope"
12.07,21.48,1.35,81.23,"nope"
15.03,16.86,0.57,130.41,"nope"
27.45,22.81,1.94,200.21,"nope"
17.66,22.06,1.35,234.21,"nope"
25.56,18.73,0.96,342.36,"nope"
23.66,19.81,2.01,266.13,"nope"
14.26,22.20,1.38,56.04,"nope"
18.12,20.51,0.34,126.28,"nope"
18.41,19.88,1.36,151.36,"nope"
18.92,15.44,0.69,357.29,"nope"
20.09,20.40,1.19,253.90,"nope"
16.35,20.72,0.59,157.79,"nope"
13.94,22.36,0.10,169.23,"nope"
14.17,20.55,0.40,217.70,"nope"
9.89,22.38,0.63,55.59,"nope"
20.34,11.95,1.35,528.82,"nope"
10.71,21.18,0.90,113.10,"nope"
10.27,20.46,0.43,185.08,"nope"
12.36,19.96,0.69,164.92,"nope"
16.71,21.02,0.25,200.87,"nope"
8.73,26.28,1.51,44.78,"nope"
8.92,21.54,0.10,85.07,"nope"
8.96,23.95,0.62,53.12,"nope"
9.73,21.34,1.06,133.20,"nope"
12.39,19.25,0.73,175.27,"nope"
11.88,17.61,0.37,218.44,"nope"
11.77,21.59,0.74,86.79,"nope"
14.22,20.43,1.80,212.44,"nope"
16.69,16.05,2.58,369.60,"nope"
19.60,14.21,1.03,502.80,"nope"
1533.22,14.98,32.08,14715.37,"blow"
1413.81,13.86,36.70,14526.22,"blow"
1871.23,18.24,37.78,13378.10,"blow"
1679.01,17.36,221.92,13235.17,"blow"
1913.18,17.64,88.43,12243.62,"blow"
2255.35,20.66,267.18,13844.57,"blow"
2093.92,19.13,38.45,15464.69,"blow"
8.47,22.24,0.25,90.96,"nope"
8.50,27.96,0.52,47.67,"nope"
9.35,21.50,1.15,99.12,"nope"
8.34,23.21,0.17,70.44,"nope"
11.76,22.05,0.47,133.99,"nope"
16.08,20.11,0.75,214.35,"nope"
20.73,16.83,1.00,213.00,"nope"
19.54,17.25,1.07,284.73,"nope"
1541.50,15.77,45.97,16017.90,"blow"
1436.45,14.40,40.95,12644.34,"blow"
1883.52,18.03,45.76,13058.96,"blow"
1428.54,14.34,18.36,14815.00,"blow"
1131.82,17.01,90.91,7854.07,"blow"
1601.71,15.77,45.88,11843.56,"blow"
1454.73,13.35,19.64,15974.53,"blow"
1093.11,17.10,57.61,12409.46,"blow"
1383.38,14.61,51.90,18797.83,"blow"
1638.05,17.80,88.45,13478.29,"blow"
1740.25,17.30,107.79,11544.55,"blow"
1561.34,18.64,75.95,8204.12,"blow"
1238.45,14.93,41.53,15783.36,"blow"
1144.89,14.05,43.62,15422.51,"blow"
16.41,16.16,1.12,328.89,"nope"
18.57,14.95,0.79,535.62,"nope"
18.29,19.88,0.98,188.02,"nope"
17.50,17.87,0.45,304.63,"nope"
20.07,17.85,1.13,387.13,"nope"
19.06,17.06,0.37,351.23,"nope"
23.22,16.10,1.72,455.96,"nope"
16.73,18.93,1.77,264.78,"nope"
17.69,21.29,3.19,219.51,"nope"
16.13,21.26,2.59,160.34,"nope"
19.99,19.46,0.82,284.40,"nope"
12.53,19.87,0.78,170.25,"nope"
12.27,24.74,1.21,130.92,"nope"
18.19,22.56,0.59,247.45,"nope"
20.65,22.86,0.28,263.61,"nope"
15.11,29.95,1.61,53.18,"nope"
25.38,15.97,1.50,504.71,"nope"
736.01,12.38,23.72,5879.41,"blow"
1000.96,12.29,55.56,16981.87,"blow"
917.33,13.80,12.28,11115.46,"blow"
987.70,14.92,14.19,7719.03,"blow"
1418.96,16.23,136.74,9392.50,"blow"
989.89,12.06,2.31,8761.27,"blow"
1286.83,16.28,173.72,12781.18,"blow"
1372.21,18.32,129.81,12861.08,"blow"
1457.42,13.92,29.26,13561.36,"blow"
1845.24,18.37,131.47,13208.56,"blow"
1708.00,16.86,128.13,17594.25,"blow"
1337.12,12.63,31.02,16190.21,"blow"
1415.14,15.48,58.50,11712.60,"blow"
1490.31,17.05,38.05,7985.66,"blow"
1714.69,18.30,19.13,10243.41,"blow"
1974.83,19.09,350.30,9765.98,"blow"
1608.35,15.35,46.39,13327.80,"blow"
1462.55,15.88,63.51,13301.15,"blow"
1621.48,15.70,85.47,9524.65,"blow"
1346.58,14.81,49.33,15941.35,"blow"
1469.37,15.06,42.27,15227.52,"blow"
1457.14,15.78,49.45,16580.01,"blow"
1739.54,18.09,192.85,12338.73,"blow"
1613.23,21.00,115.45,9411.79,"blow"
12.83,18.40,0.64,211.91,"nope"
27.41,11.30,1.08,718.38,"nope"
16.46,17.22,1.09,407.42,"nope"
17.66,17.36,1.30,367.93,"nope"
17.11,19.22,0.72,272.52,"nope"
14.50,16.29,0.55,285.82,"nope"
16.62,16.66,1.63,471.91,"nope"
16.24,16.46,1.38,305.84,"nope"
13.50,20.25,1.42,152.94,"nope"
9.26,27.28,1.87,48.41,"nope"
12.76,25.57,1.30,96.96,"nope"
11.79,19.02,2.07,84.81,"nope"
11.77,18.84,0.87,186.44,"nope"
18.36,16.99,0.55,297.33,"nope"
20.10,22.47,0.54,246.92,"nope"
1560.05,19.52,74.00,8840.57,"blow"
2446.19,22.41,174.64,11481.99,"blow"
2057.13,23.42,52.89,7752.73,"blow"
2242.00,22.06,174.33,14559.91,"blow"
11.91,22.30,0.36,163.79,"nope"
11.01,24.41,1.12,124.29,"nope"
16.95,18.66,0.82,145.25,"nope"
13.62,22.04,1.46,137.96,"nope"
9.11,25.52,0.12,41.50,"nope"
9.89,24.10,1.75,123.43,"nope"
10.05,24.25,0.60,139.97,"nope"
216.80,9.62,13.03,3664.29,"blow"
951.32,10.46,18.13,13715.50,"blow"
834.48,14.66,39.80,10408.14,"blow"
1682.20,16.24,131.22,18501.44,"blow"
1694.93,17.07,132.49,11843.76,"blow"
1847.32,17.26,67.02,17412.63,"blow"
2034.57,18.49,223.50,9347.83,"blow"
1461.29,21.07,40.67,9298.89,"blow"
1991.29,18.84,164.92,17138.63,"blow"
2023.00,17.02,77.28,12830.46,"blow"
20.43,24.50,1.19,205.36,"nope"
23.10,22.51,0.89,194.26,"nope"
23.17,19.70,2.15,155.19,"nope"
24.53,21.07,2.14,219.64,"nope"
21.33,22.96,1.75,196.02,"nope"
21.42,22.57,1.32,295.04,"nope"
22.99,23.29,1.21,203.70,"nope"
10.46,23.19,0.48,52.17,"nope"
15.60,21.51,0.42,77.56,"nope"
18.90,19.35,1.48,225.22,"nope"
30.33,20.61,0.83,289.68,"nope"
24.22,26.60,2.71,113.99,"nope"
36.92,19.79,4.15,348.52,"nope"
49.68,23.86,2.42,181.37,"nope"
18.72,26.07,1.28,66.25,"nope"
149.59,27.61,13.95,823.29,"nope"
979.07,30.60,103.26,4833.56,"nope"
95.27,22.98,3.15,853.95,"nope"
39.79,24.68,2.19,300.02,"nope"
31.64,25.50,2.46,129.65,"nope"
16.21,21.31,0.45,97.93,"nope"
16.72,18.37,1.36,103.89,"nope"
25.01,24.06,0.55,250.80,"nope"
22.54,23.99,1.59,186.24,"nope"
26.81,21.58,1.45,376.27,"nope"
19.62,19.51,0.96,226.15,"nope"
26.21,22.99,1.96,168.39,"nope"
18.46,23.56,2.45,126.19,"nope"
19.86,21.80,0.80,229.23,"nope"
15.44,19.89,1.55,215.25,"nope"
9.97,22.79,0.75,67.59,"nope"
12.26,22.94,1.72,136.48,"nope"
23.87,23.85,1.91,190.83,"nope"
15.54,22.41,0.88,81.61,"nope"
9.43,21.77,0.61,62.11,"nope"
8.60,25.57,0.95,88.75,"nope"
7.40,24.38,0.50,67.99,"nope"
8.01,29.41,1.77,20.62,"nope"
14.36,20.63,0.54,141.76,"nope"
16.85,22.02,1.10,129.65,"nope"
15.56,21.79,0.94,170.09,"nope"
16.90,21.67,1.92,166.81,"nope"
13.92,22.42,2.53,125.44,"nope"
15.44,19.54,0.93,210.56,"nope"
16.75,18.87,0.51,126.24,"nope"
15.84,22.30,1.82,131.66,"nope"
16.02,19.74,0.78,165.05,"nope"
16.87,16.81,1.50,288.60,"nope"
18.30,17.21,1.16,178.47,"nope"
15.09,21.65,0.90,99.85,"nope"
34.70,28.17,1.27,290.79,"nope"
31.56,30.18,2.92,185.24,"nope"
31.77,27.14,2.24,143.81,"nope"
26.71,29.25,2.09,131.88,"nope"
28.31,27.69,3.46,182.57,"nope"
25.97,26.72,1.07,140.72,"nope"
35.81,30.56,1.24,123.75,"nope"
40.19,23.01,2.41,336.34,"nope"
45.18,23.45,0.93,187.26,"nope"
31.67,24.14,0.90,208.08,"nope"
43.52,24.29,4.06,278.24,"nope"
23.92,24.13,1.32,163.56,"nope"
34.99,24.18,1.35,157.94,"nope"
35.27,23.92,1.36,150.27,"nope"
40.66,23.22,1.33,220.35,"nope"
33.23,24.38,1.15,193.32,"nope"
26.21,24.39,1.99,203.77,"nope"
29.75,20.28,3.11,229.74,"nope"
34.21,24.00,1.58,195.95,"nope"
30.93,21.68,1.31,208.12,"nope"
30.28,21.30,0.79,179.83,"nope"
28.12,21.81,1.83,240.17,"nope"
30.87,22.71,0.98,177.49,"nope"
24.02,24.73,1.14,121.22,"nope"
25.72,24.21,1.09,135.92,"nope"
19.11,20.04,2.35,111.78,"nope"
30.03,21.76,1.58,275.49,"nope"
26.00,23.63,1.69,135.88,"nope"
27.51,24.00,1.67,175.79,"nope"
24.67,22.42,2.16,147.79,"nope"
22.06,19.46,1.41,175.81,"nope"
16.60,22.25,1.71,138.39,"nope"
18.30,19.57,0.64,135.47,"nope"
18.86,22.07,1.16,122.69,"nope"
16.79,20.12,0.91,145.76,"nope"
15.44,24.95,1.52,63.26,"nope"
20.02,22.45,0.13,221.26,"nope"
25.97,20.20,1.03,458.44,"nope"
24.03,21.57,1.75,440.97,"nope"
18.89,20.70,1.09,135.73,"nope"
16.55,20.22,1.82,143.89,"nope"
12.12,20.39,0.96,125.84,"nope"
19.53,21.59,2.06,155.86,"nope"
13.19,22.83,0.78,56.01,"nope"
13.26,22.94,1.43,70.86,"nope"
