34679.0781,14884.8770,35.7816,72.0007,112.0588,86.2338,117.8621,105.0857,74.3256,247.6609,514.9041,1097.6716,1202.2179,554.0889,202.3357,144.4263,37.4056,39.2522,47.1859,30.0503,19.2485,67.0324,156.4366,179.3962,110.6940,91.8705,82.4795,49.1042,21.3382,28.3321,26.2215,179.2415,317.4357,386.9562,144.4223,152.1335,28.7758,17.4796,103.2965,51.4380,176.4449,147.8839,107.9257,85.3612,128.0666,91.7384,62.0119,125.4389,120.1185,30.6103,72.0575,61.3963,62.6597,106.1511,66.7879,100.2233,62.1468,82.5322,93.5557,211.0381,50.9282,174.9716,141.7483,174.6011,"suck"
34810.6797,15033.0947,128.2875,87.4292,42.5478,39.7309,111.7409,90.5437,76.8980,257.2269,1093.0767,1251.2980,1374.1941,609.6560,170.5081,83.9073,67.7527,149.0346,151.2497,126.1895,83.2880,203.8582,116.2900,85.1418,189.9805,35.0200,48.8166,24.9373,38.0511,70.6631,160.5513,146.1120,63.5227,280.9022,230.2363,146.3010,171.3297,116.4780,103.9124,97.4961,142.7933,101.2229,124.5254,89.0197,9.8305,115.6573,73.6470,72.0923,84.4361,45.9859,80.7427,121.0554,123.1873,23.5760,25.6865,56.2325,72.4447,58.1976,186.6910,251.7606,187.1579,200.1179,210.0766,218.5589,"suck"
34728.0352,14952.0420,188.1022,21.5717,66.6564,97.2692,25.1214,33.0049,76.9162,72.8268,265.4164,442.0392,1020.9526,625.6058,789.3436,391.6319,171.3211,100.4176,208.7720,279.0085,130.8209,44.3448,40.9063,101.1571,139.3400,37.0574,37.4678,42.6534,40.1795,55.8766,57.7519,288.7260,445.1185,539.3037,422.1609,278.3638,72.5810,71.0256,58.3142,51.1249,124.9928,110.9260,53.3835,101.7294,49.7344,130.5477,95.1594,115.7767,107.2908,49.5530,88.8431,88.1542,55.2148,23.6559,43.2445,92.6665,64.1423,111.6152,117.3422,35.5880,133.2729,138.3236,134.7647,181.5333,"suck"
34816.3320,15103.3467,252.1725,98.1916,73.6543,43.6459,44.6115,121.2361,130.6064,141.0964,42.8271,283.9790,583.2407,1315.6313,587.6252,122.9385,34.7674,157.2065,201.7006,100.9140,45.1824,9.0988,66.3451,114.5461,91.6146,109.1481,60.6089,32.9316,70.3105,145.1407,277.2598,234.4919,356.7211,518.2132,661.1241,409.2200,174.4197,102.3695,20.8723,91.2764,147.0802,90.4150,40.6246,32.5381,77.4462,74.3966,60.5009,130.9921,112.9130,313.6261,187.9053,94.4906,65.7583,80.8297,60.9564,89.8360,110.3745,137.4626,190.6650,131.1420,83.6778,207.2211,196.4518,131.0618,"suck"
34667.3047,14911.1992,101.5765,139.3907,25.1145,120.9064,71.0118,36.2564,153.7405,94.0282,313.5672,888.0925,1066.8481,407.7855,220.3838,235.5387,169.9986,35.0219,126.5274,142.3883,50.6911,147.4833,64.6556,79.3461,48.3977,65.3895,60.3715,76.6162,59.4415,174.0085,212.5359,258.1272,616.7490,543.1986,231.6562,121.6323,69.1951,129.1985,207.8853,114.3721,69.5776,90.3114,47.7310,121.7395,182.4526,45.5603,81.9122,113.6925,136.6612,110.5634,66.2477,34.6343,64.8237,49.6564,92.8722,95.7937,71.3376,43.1786,85.4792,137.0768,159.5107,246.7363,177.9735,215.3774,"suck"
34722.3438,14948.2822,117.5195,97.6148,40.9237,65.1965,92.2546,62.8201,39.7535,318.7440,833.8157,701.8217,605.5488,1232.4047,1226.6320,315.6430,98.3028,141.8477,15.5813,53.4535,100.7662,164.6644,226.8366,214.6118,68.9616,50.1828,74.2384,99.0052,127.8739,84.0184,260.2857,406.1474,204.2803,576.6829,595.3375,358.5288,134.5433,92.3266,78.1662,82.0345,53.9294,25.7532,135.9664,8.0564,138.8126,60.4594,35.2696,81.5429,101.6674,70.8934,93.4621,59.0571,45.9609,25.5713,73.1709,100.3514,38.1140,247.7212,173.8785,91.1591,192.4910,260.4366,107.2522,156.8924,"suck"
34625.1523,14850.4580,54.8416,175.3503,99.2628,42.2663,63.3420,48.5276,110.1671,474.0920,634.1194,447.6698,227.3423,440.0803,307.9634,697.3154,623.8104,431.1264,269.5122,61.4973,277.5238,292.5175,324.7513,192.6146,101.6666,62.4007,64.6907,25.2591,120.0100,97.9608,358.7567,371.3323,431.4846,723.4420,474.5999,126.8899,78.9229,56.6499,74.3846,167.2006,148.7328,174.4541,279.3967,192.1339,198.8791,183.3370,116.1783,177.8002,82.7929,137.0388,141.7583,65.5213,119.4833,156.7067,112.7974,105.9299,277.1962,242.9149,159.2184,102.0239,136.9597,192.9270,409.4818,485.5645,"suck"
34882.8125,15000.8271,124.6283,70.9595,412.5029,392.5215,356.2144,301.7738,602.4510,330.8640,97.3907,345.6653,382.9410,165.3272,329.9892,595.8378,467.3948,259.8669,410.5136,306.3243,32.9973,140.9532,133.2522,241.3402,289.6223,313.3228,131.2937,245.5823,130.2127,301.0301,262.3803,260.7758,592.6535,1480.2242,1127.1212,402.2877,267.5553,157.0336,106.1648,508.2129,798.1227,823.3298,460.8075,276.0080,419.1954,327.7936,124.0810,340.9764,521.8771,304.9505,122.0208,172.3507,280.0441,314.4286,157.0271,310.2477,380.5648,376.5777,384.4902,41.4868,309.4693,350.0898,206.8197,553.6599,"suck"
34271.7109,14816.3623,885.9241,324.8829,224.0940,226.1938,787.5673,836.6440,650.1633,721.6541,370.1201,525.2958,602.9547,977.0728,582.3094,367.5116,398.4518,346.3798,364.3385,347.6681,243.2057,432.3929,465.1774,361.3319,441.4815,511.4759,512.9348,426.1344,431.3697,274.3732,298.0273,589.9078,434.8640,36.4536,424.2710,584.3309,672.7390,349.9056,353.8797,319.1068,228.2896,774.4075,372.5211,784.2361,690.4151,358.9394,432.0390,284.2686,192.4018,186.0875,451.4073,629.2028,448.2123,299.6393,449.8866,163.6036,345.3165,597.4008,290.3953,1013.0848,478.4583,163.6415,152.5174,409.3802,"suck"
33715.3125,14263.2461,243.0650,92.0826,169.5502,335.7511,350.4973,177.5275,263.6971,619.3351,443.9264,328.2965,562.8927,364.7738,637.2054,469.1670,235.3019,463.6385,390.9691,231.9187,105.2053,306.9439,141.7254,324.1567,458.6986,93.3257,270.0608,395.3410,428.2177,236.7717,209.0149,334.1783,265.6787,183.9324,345.0036,445.6177,138.1356,258.7913,377.9785,313.4203,457.8862,562.2507,375.1354,331.8073,143.3062,131.8988,107.1456,272.4940,325.8550,106.1398,181.5325,199.9411,42.3484,63.8144,182.7666,96.6189,212.5144,259.6892,74.5474,320.8499,297.1520,198.9612,33.9393,501.1757,"suck"
