"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","label"
34941.1602, 14667.2979, 1688.0789, 1036.0135, 629.1667, 1074.8584, 887.4466, 591.6169, 561.2443, 199.3450, 233.4893, 345.1358, 179.2894, 57.1701, 126.6500, 86.1541, 33.7109, 64.7531, 34.1927, 99.6295, 24.9349, 31.7416, 15.6206, 52.4972, 32.1387, 15.2116, 18.1700, 97.8488, 35.1547, 35.1264, 35.2204, 49.8465, 6.7820, 66.2828, 30.0870, 2.9838, 34.7168, 5.2044, 24.7883, 14.7441, 27.0809, 9.3462, 21.3120, 9.3364, 25.2980, 12.9433, 12.5696, 21.8654, 19.1976, 12.0269, 9.1584, 17.3475, 13.3914, 16.0294, 21.0283, 17.6954, 14.6354, 9.3256, 21.2626, 16.4326, 12.8108, 18.8660, 14.8499, 29.5899,"nope"
34575.8828, 14827.6201, 27.7900, 71.6779, 17.3604, 26.7629, 9.9465, 2.3290, 19.5122, 28.7509, 16.8631, 8.5864, 8.1869, 3.6445, 3.3079, 15.2795, 27.6077, 15.5889, 53.4622, 87.6535, 39.7215, 7.2317, 2.5480, 5.4285, 6.0312, 5.0576, 30.0377, 25.5616, 43.2381, 22.6480, 5.3908, 53.1616, 55.0517, 47.1819, 11.5834, 6.9644, 5.0326, 13.0522, 11.5795, 6.3427, 7.1040, 8.6727, 8.7809, 2.8757, 10.9562, 8.6483, 5.0292, 4.7440, 5.5711, 9.0550, 10.5605, 10.6532, 6.2037, 3.5764, 7.2674, 11.0037, 7.9105, 4.2325, 4.7733, 5.3626, 2.2607, 5.4581, 9.0422, 2.4148,"nope"
34822.8711, 14991.0469, 91.9709, 32.1310, 50.2246, 3.1724, 19.0449, 6.5090, 17.1415, 8.7154, 8.7615, 10.9468, 7.3533, 4.3627, 11.3013, 4.6698, 11.0429, 7.3081, 46.0450, 77.9099, 27.8140, 3.7460, 4.1962, 2.1351, 3.1724, 6.7181, 23.6981, 36.3339, 43.9705, 22.0399, 13.8353, 56.4626, 66.0195, 45.1680, 7.2482, 7.4525, 4.9802, 5.5020, 2.9722, 7.5317, 3.8462, 5.8305, 3.6540, 3.2452, 2.5614, 2.5334, 4.5162, 10.1955, 7.4770, 10.6579, 12.3897, 8.6245, 7.9237, 5.9294, 2.8593, 5.5512, 4.5541, 11.8000, 13.8417, 14.6710, 13.6939, 5.9830, 5.9274, 11.0538,"nope"
34828.5781, 15001.4502, 88.9909, 36.5941, 30.3493, 18.5090, 1.5525, 5.6893, 14.3705, 4.9283, 4.9254, 15.3529, 17.0891, 13.2451, 5.5171, 8.4395, 7.9208, 5.6996, 42.1372, 67.7533, 37.2035, 9.9435, 3.7955, 1.7018, 3.3442, 10.2988, 27.2872, 54.9633, 60.3165, 29.5046, 20.0880, 56.5578, 68.7027, 51.3298, 17.9823, 6.6093, 5.0041, 4.8742, 7.1354, 2.7228, 1.9936, 16.6058, 14.3402, 5.1817, 5.8518, 3.7551, 1.0072, 3.0048, 6.1915, 4.7883, 4.5876, 3.8835, 5.3088, 7.8024, 8.0292, 7.6100, 10.0368, 8.9989, 4.1816, 7.1357, 9.1457, 5.3011, 2.2364, 1.6738,"nope"
34796.7031, 14966.0947, 77.3995, 9.7819, 44.0886, 25.5815, 23.1272, 22.2182, 9.0099, 14.4285, 9.8218, 4.1185, 12.3557, 8.5777, 7.4013, 7.7354, 6.5362, 5.7970, 31.3005, 41.1730, 38.6524, 9.4011, 9.7383, 10.8192, 3.9567, 1.4620, 34.1677, 41.6875, 41.5142, 21.2141, 16.7146, 42.6920, 14.2702, 38.4617, 1.3676, 8.0346, 1.8275, 10.4557, 8.1496, 10.4161, 9.8963, 5.2269, 3.7795, 7.6534, 7.9869, 5.5431, 4.6839, 6.5863, 3.7455, 1.5797, 3.3431, 5.7871, 8.5598, 15.2185, 6.7303, 7.3355, 8.3262, 3.1645, 6.7683, 2.4430, 3.3342, 0.3490, 5.9137, 3.4751,"nope"
34833.8398, 14998.0059, 77.1344, 21.7930, 34.6260, 12.9333, 9.2607, 8.3468, 7.6557, 14.0192, 16.9175, 20.6137, 24.3818, 12.3057, 18.2134, 19.5580, 8.2764, 7.7294, 21.1220, 28.5184, 29.2347, 5.9194, 12.7217, 10.6502, 8.6593, 7.1113, 23.2604, 34.8908, 55.7432, 21.2339, 26.0717, 66.1115, 27.5877, 49.9053, 13.0883, 12.7317, 11.0738, 17.1990, 3.6610, 3.6177, 2.2055, 2.6197, 4.0348, 8.3040, 11.0867, 4.5271, 3.4612, 11.3436, 12.3674, 4.0386, 6.8989, 6.2873, 2.2382, 6.7785, 6.2319, 8.0426, 13.3620, 6.8711, 10.2909, 3.4082, 1.5904, 4.1191, 12.6680, 15.1514,"nope"
34820.3594, 14992.9697, 84.9823, 41.3939, 14.0627, 14.1683, 14.1166, 9.5116, 4.6591, 6.6005, 8.5455, 20.4576, 16.4899, 17.7593, 15.3001, 4.0171, 11.1106, 3.3787, 48.0308, 56.9466, 35.9757, 11.2352, 15.9739, 8.8464, 4.2348, 8.4745, 18.5880, 30.6361, 56.7985, 23.9494, 11.7892, 37.8054, 20.3367, 48.5694, 18.7367, 10.8132, 6.2446, 8.1551, 8.1724, 8.0926, 1.5001, 4.5934, 1.6710, 6.6272, 9.3052, 2.8602, 4.4426, 2.7098, 2.7023, 1.7731, 8.7277, 7.7312, 0.6452, 5.8930, 3.8385, 8.5023, 8.3499, 6.8335, 9.3275, 7.1300, 3.7930, 4.0367, 6.4540, 3.9626,"nope"
34826.5234, 14988.9141, 86.2923, 23.8996, 13.2437, 14.5206, 6.6902, 4.0057, 14.3936, 20.9359, 11.7399, 3.7814, 13.6145, 12.4880, 1.1395, 11.3406, 14.7926, 6.6446, 47.2809, 85.6736, 43.0366, 9.8935, 10.7890, 3.4923, 6.6584, 5.2238, 29.9347, 69.2055, 63.6029, 21.5325, 6.3155, 37.5383, 46.8429, 45.4474, 11.8507, 7.3954, 5.3553, 8.1639, 10.0172, 4.0961, 10.8158, 7.6771, 5.1229, 6.9529, 13.4123, 11.1111, 0.8607, 2.2242, 7.6863, 5.9038, 2.1051, 5.4110, 8.0683, 15.5616, 8.3502, 6.6659, 9.4534, 8.7553, 10.2012, 5.6712, 3.9088, 5.4882, 7.4324, 10.8083,"nope"
34787.1367, 14959.0820, 65.4091, 40.0595, 8.0427, 28.8940, 14.6519, 22.2953, 23.3399, 7.6669, 9.4977, 5.9124, 1.0720, 16.3590, 13.8623, 1.5376, 7.8158, 5.4780, 34.2051, 15.7714, 23.6240, 3.7532, 6.2695, 8.9675, 10.0828, 7.9550, 31.4725, 87.0877, 80.4971, 30.7370, 18.9268, 58.3911, 65.5240, 52.1185, 11.9401, 5.0823, 12.7576, 9.6416, 2.2101, 6.8757, 8.3285, 5.9312, 7.6067, 10.9802, 14.5886, 15.5642, 3.7480, 0.3492, 0.8730, 7.2017, 8.7167, 8.1587, 7.2544, 3.1166, 3.1896, 10.6528, 11.5700, 6.1467, 5.3183, 4.5121, 9.0629, 2.9936, 13.5759, 14.2846,"nope"
34809.2344, 14980.3975, 75.6925, 39.5726, 30.1728, 22.5599, 20.2764, 5.4039, 20.1029, 26.7262, 34.5033, 24.5764, 9.4516, 6.4389, 3.0293, 6.9836, 13.5347, 22.1538, 64.1448, 96.5325, 38.9604, 10.8608, 2.7339, 9.3228, 5.0575, 13.4944, 39.0475, 84.6503, 74.7500, 20.0446, 23.9889, 67.4869, 75.2851, 49.8558, 17.2950, 8.6439, 5.9302, 10.3635, 12.6213, 13.2869, 8.8194, 6.6860, 7.2160, 9.1113, 10.8124, 5.6583, 4.4321, 6.9555, 8.4754, 3.3352, 6.4698, 3.4984, 10.7589, 11.8441, 12.8866, 8.4928, 23.6557, 15.4447, 10.5986, 7.4047, 11.3659, 10.0491, 6.1833, 11.5172,"nope"
34788.3789, 14962.8857, 76.1452, 26.4026, 9.6018, 21.3864, 6.9284, 5.4939, 3.5131, 6.7836, 7.2408, 11.7916, 7.7457, 6.3460, 4.9940, 16.1951, 18.5508, 12.0125, 30.8786, 35.0192, 25.0003, 7.7730, 10.4611, 5.9010, 4.9678, 5.0066, 28.4434, 59.0284, 55.9867, 17.8852, 24.9796, 55.7717, 42.0382, 52.5451, 1.5213, 6.4652, 9.5301, 6.4055, 3.2353, 5.0895, 10.5511, 5.0221, 1.0532, 8.6793, 14.2654, 3.8905, 12.4496, 9.2740, 9.5841, 10.2235, 9.9997, 4.0134, 1.9946, 5.5610, 6.2468, 2.8687, 7.6878, 12.4196, 10.7189, 2.7719, 4.3252, 2.7259, 5.3065, 10.6245,"nope"
34822.2852, 14990.9160, 92.2227, 21.5722, 21.1372, 4.5417, 26.4384, 14.7799, 18.2253, 7.8447, 17.1572, 4.2950, 12.6958, 13.5844, 5.9909, 2.9270, 4.6944, 14.5455, 54.3933, 79.5341, 33.1479, 1.2052, 1.7793, 4.2650, 7.9362, 5.8281, 39.9696, 76.2450, 69.1317, 17.2034, 14.8640, 56.5044, 45.8649, 42.4129, 3.6476, 4.2227, 3.3985, 3.2585, 4.6793, 4.6870, 5.8932, 3.2889, 3.3034, 13.6975, 9.7880, 7.5770, 4.7765, 4.7649, 7.3316, 12.0224, 8.1815, 3.5356, 7.3899, 4.2683, 11.0836, 10.7339, 5.9270, 3.0682, 1.8025, 4.7835, 9.9950, 8.7772, 5.0933, 3.7269,"nope"
34820.4922, 15001.9199, 80.0993, 44.8654, 16.5653, 23.1648, 9.2420, 16.7061, 7.0141, 12.5962, 11.5893, 13.3532, 14.4755, 7.6414, 5.7311, 9.0910, 15.7755, 5.0885, 54.4392, 92.0161, 42.0500, 4.3642, 4.7721, 8.7077, 12.5357, 14.6490, 44.6238, 58.3495, 50.0465, 18.6756, 29.0946, 76.2719, 77.6004, 42.8976, 3.6211, 3.6385, 5.8180, 5.9931, 0.3017, 4.1254, 6.6919, 3.2705, 0.6935, 3.8277, 11.5745, 9.2117, 3.7938, 10.2027, 7.1108, 2.7187, 3.5745, 6.3873, 11.7434, 9.3521, 6.7227, 9.7439, 6.7820, 15.3411, 12.1526, 5.4899, 3.7543, 1.2948, 7.7294, 8.8391,"nope"
34790.0469, 14974.8457, 69.2649, 68.2914, 31.5116, 46.0458, 12.4776, 10.4696, 10.1382, 18.9689, 12.8014, 4.1721, 15.2429, 9.2445, 8.4567, 12.3805, 15.1369, 13.2517, 33.4139, 36.6731, 17.6664, 8.8433, 15.5097, 16.2836, 7.0092, 9.7416, 41.9966, 29.7806, 36.0730, 21.9597, 18.1428, 41.8003, 26.9795, 40.8824, 3.1126, 12.8891, 9.2889, 5.7656, 1.6676, 5.2276, 6.2714, 10.3196, 11.2876, 9.7359, 10.6939, 14.3217, 8.8797, 5.6390, 5.9400, 3.4608, 2.1346, 6.9197, 8.4702, 11.2277, 8.6788, 6.0223, 11.0187, 6.3204, 4.9959, 6.9154, 4.4320, 3.7468, 8.1579, 6.9220,"nope"
34801.6055, 14989.2451, 79.1751, 47.9975, 17.3083, 9.5801, 12.9943, 9.5559, 12.3879, 14.7597, 11.9226, 9.7707, 1.1734, 3.7549, 14.8666, 10.3625, 14.0652, 12.0429, 43.7441, 72.1209, 34.6625, 0.8591, 1.6271, 5.1763, 5.1597, 11.2172, 33.8825, 19.2281, 48.1508, 20.1176, 31.0210, 61.7295, 32.4766, 55.3212, 13.9266, 5.8874, 2.2814, 5.4758, 4.9157, 3.7482, 2.6103, 5.9593, 3.2779, 7.5270, 9.8898, 4.6453, 11.0663, 13.8476, 12.8436, 1.6800, 7.3501, 3.5077, 6.4426, 4.7180, 8.4318, 10.2730, 11.8889, 7.0523, 8.1220, 8.9246, 8.6985, 5.9845, 8.8680, 6.1075,"nope"
34818.3672, 14986.1885, 81.7402, 38.4885, 14.4299, 21.6604, 6.7879, 12.1897, 6.8874, 15.0710, 13.8176, 12.8375, 5.5066, 9.7688, 5.2158, 7.8954, 2.5126, 9.3373, 58.2562, 94.9490, 42.3089, 10.2188, 7.1307, 8.9465, 6.2996, 7.5864, 33.9400, 59.5355, 55.0804, 24.2079, 17.7751, 40.9867, 34.0865, 56.8890, 18.3853, 15.4714, 9.0243, 3.6215, 6.1475, 4.6085, 7.8673, 6.9876, 1.9839, 5.7989, 2.9885, 8.1046, 2.4851, 4.5624, 6.0141, 3.8223, 7.0722, 0.8337, 5.3693, 6.1457, 4.5644, 1.6974, 2.4260, 6.9694, 4.2244, 3.8524, 4.5026, 1.7873, 8.3341, 12.9334,"nope"
34800.9219, 14962.5137, 56.8441, 35.6293, 37.5223, 17.2552, 21.7086, 5.7847, 0.7543, 4.3723, 7.7932, 3.9567, 9.9548, 7.3090, 5.4583, 9.2001, 9.4464, 6.5120, 32.5536, 43.9039, 19.8877, 6.4528, 9.7384, 6.7568, 1.1846, 7.0014, 40.6489, 40.1976, 32.2153, 10.4830, 7.6039, 53.5098, 45.3053, 59.8354, 22.0406, 8.9018, 8.2536, 6.5328, 5.1476, 4.4601, 5.6329, 1.8076, 4.7010, 6.8005, 5.3263, 3.8245, 9.7273, 9.4995, 14.1069, 10.1318, 8.0718, 6.0322, 6.3698, 6.6128, 9.3327, 15.0766, 12.3817, 11.4929, 10.3426, 4.7020, 2.6670, 5.3409, 14.3363, 10.3778,"nope"
34802.4570, 14990.8828, 102.1203, 8.5631, 53.0704, 5.1525, 13.5514, 22.9262, 15.6113, 5.6715, 11.1538, 10.2727, 1.5373, 8.0973, 9.0499, 6.5611, 4.5743, 19.4108, 45.9133, 49.3763, 35.5359, 5.7230, 2.2494, 6.2821, 10.1770, 9.1348, 23.4767, 65.4199, 60.6565, 17.6851, 11.1142, 41.1069, 10.5278, 45.0612, 8.4879, 4.6290, 8.7325, 6.1484, 3.6395, 5.1217, 4.8644, 8.2705, 7.6209, 6.3319, 8.5472, 2.8799, 3.5135, 8.0370, 6.9158, 3.2351, 6.3627, 7.0432, 3.5475, 2.9027, 7.1741, 10.2070, 9.9628, 4.1918, 2.0570, 4.0788, 7.6887, 4.7916, 15.3692, 8.8466,"nope"
34824.4844, 14999.1953, 96.4130, 16.7094, 31.0165, 24.9568, 4.4145, 13.0162, 14.3750, 10.6290, 8.8432, 7.4470, 10.6081, 3.5123, 5.9604, 6.7527, 11.6940, 10.4744, 35.0006, 32.7930, 27.8219, 12.1569, 11.5685, 9.1006, 15.2098, 12.1468, 34.1610, 87.3418, 70.7294, 15.7799, 15.2280, 53.1932, 32.2903, 45.9254, 2.4161, 7.5851, 7.8787, 8.9204, 1.0301, 8.1142, 4.5995, 2.8854, 2.9245, 2.6817, 3.3013, 4.5297, 2.5998, 6.9315, 7.2456, 3.4854, 1.9753, 1.5887, 4.3100, 8.7772, 6.3383, 10.3940, 20.0689, 14.9026, 13.0796, 7.8680, 10.7678, 11.0381, 9.4050, 5.4185,"nope"
34797.8750, 14966.7021, 80.5476, 27.0849, 11.3045, 13.0902, 3.3348, 7.9616, 3.5207, 2.5465, 9.8194, 14.5211, 7.7309, 5.6150, 4.1222, 6.6314, 9.7480, 9.7566, 29.3261, 38.6848, 25.8340, 1.8552, 7.5247, 13.1383, 3.9461, 5.8002, 25.0605, 52.0426, 52.9784, 18.3423, 23.7259, 60.0418, 60.7417, 46.7706, 4.2460, 4.3557, 5.7275, 8.1447, 4.8410, 3.4431, 2.5148, 8.8029, 9.4684, 5.0666, 9.5358, 6.8027, 5.7964, 6.2563, 10.4568, 7.8101, 7.2016, 11.9191, 7.0612, 4.0962, 4.3791, 6.0379, 7.4522, 3.4645, 1.6860, 5.8238, 4.7243, 9.6592, 20.0278, 17.5111,"nope"
34824.8281, 15012.2559, 108.6225, 25.7953, 10.8967, 9.6454, 22.1892, 25.8745, 7.8870, 6.6992, 5.9252, 10.2718, 5.4985, 9.0312, 10.9471, 13.1713, 10.2146, 0.6784, 23.6766, 6.2552, 23.8816, 7.2421, 4.2708, 9.8484, 8.3636, 3.6541, 30.7548, 31.1009, 34.3283, 24.1546, 12.3164, 51.2387, 72.3410, 61.7992, 21.4746, 15.7516, 8.4266, 10.0275, 6.8970, 6.7689, 10.6373, 8.6161, 8.1603, 4.5709, 9.1398, 5.2956, 4.9632, 4.6180, 8.6475, 10.9636, 0.8136, 2.9924, 1.6589, 3.9336, 9.4705, 2.5002, 3.1217, 6.1023, 8.0161, 10.3525, 8.0789, 2.3996, 3.3489, 5.6760,"nope"
34809.3828, 14989.6631, 84.6278, 29.7456, 34.1079, 6.3707, 5.5865, 11.8216, 5.4966, 9.6135, 14.7852, 8.8005, 6.3120, 7.7327, 4.2088, 7.2696, 14.9833, 21.0399, 29.0746, 6.8606, 29.7089, 13.8251, 14.5733, 16.8806, 10.2955, 2.3388, 34.4600, 47.6014, 52.2158, 19.1238, 20.0587, 66.7108, 86.6802, 55.4883, 5.0622, 5.9307, 12.4836, 11.6965, 9.4535, 8.1840, 5.8843, 6.3360, 3.7245, 2.9185, 9.2371, 9.3192, 3.3661, 4.1416, 7.3020, 6.5192, 4.4110, 8.3014, 5.7484, 3.2553, 3.1677, 9.7170, 15.8081, 13.3950, 9.0867, 5.1149, 7.6558, 8.6090, 11.7660, 4.8326,"nope"
34822.5703, 14998.4658, 83.6961, 37.5077, 11.9503, 9.1441, 6.3446, 9.2120, 6.5000, 5.9032, 3.7325, 11.4756, 13.8336, 13.8875, 17.4088, 15.3820, 10.7276, 1.7933, 30.8332, 33.2502, 21.2172, 7.5136, 3.9630, 7.7355, 3.6869, 2.2377, 29.9107, 86.6197, 77.2576, 16.6413, 21.0506, 64.9380, 68.9173, 48.2049, 8.7303, 3.3083, 6.1060, 6.9713, 8.2125, 15.7027, 10.1165, 5.3550, 5.6863, 5.0914, 1.7975, 8.3027, 5.3088, 4.0902, 2.9713, 3.5082, 7.8639, 6.4817, 4.0302, 6.1975, 6.1386, 2.5590, 1.5645, 9.4567, 11.1237, 5.5242, 6.5027, 9.6273, 7.9652, 8.1880,"nope"
34809.8086, 14980.9746, 78.7984, 9.2789, 47.1008, 25.8600, 28.4733, 12.1196, 9.6552, 9.7188, 11.4116, 12.1737, 6.4911, 9.4259, 16.1572, 4.0286, 3.0235, 3.0840, 23.3666, 34.7055, 23.7750, 5.8953, 5.8502, 8.8851, 9.2390, 4.2522, 31.0405, 40.0414, 45.6283, 13.6784, 21.4647, 48.3875, 15.9798, 48.6222, 16.7463, 8.3660, 6.8276, 17.5559, 12.1121, 5.2090, 7.0675, 12.0302, 13.8948, 12.9821, 10.9284, 7.3327, 1.6587, 1.7683, 4.9719, 4.9897, 3.8475, 9.0705, 4.4226, 9.9705, 5.0146, 14.5519, 20.8414, 14.1964, 5.3160, 6.4899, 4.0554, 4.3876, 1.1164, 1.8389,"nope"
34784.0391, 14955.4971, 64.4061, 29.0637, 22.2162, 29.0767, 15.0444, 13.8342, 14.3685, 7.9160, 2.6066, 16.3023, 8.1458, 3.9763, 7.2711, 8.1719, 15.0682, 3.6950, 25.3543, 23.3292, 31.3057, 12.8795, 1.2328, 7.4828, 5.1441, 4.1566, 31.1039, 27.8962, 35.2706, 20.9114, 24.4861, 57.3110, 5.9474, 36.6536, 8.6892, 7.1998, 16.0643, 15.4232, 10.3905, 12.2674, 14.5697, 4.6327, 3.7103, 12.7527, 15.6945, 11.9794, 10.2425, 12.2531, 9.0071, 6.5151, 3.2756, 7.5539, 8.0030, 10.8488, 12.0889, 3.8816, 9.3091, 1.9652, 4.7446, 9.7233, 9.1353, 7.7708, 4.1093, 4.5310,"nope"
34821.3789, 14978.5518, 65.2303, 20.0985, 35.4911, 1.5557, 5.2504, 7.1250, 6.3513, 12.3251, 27.7151, 15.5020, 2.8198, 13.8950, 9.9244, 7.8155, 6.1090, 4.7101, 26.2495, 42.8890, 38.1390, 13.2172, 10.9406, 13.6819, 5.1773, 2.9276, 37.1861, 90.2821, 76.3256, 19.7266, 16.0407, 65.2673, 85.6630, 59.2411, 19.5545, 12.2809, 4.1813, 5.8208, 4.5909, 4.7641, 5.3190, 3.8407, 5.5353, 8.7397, 10.6019, 5.0131, 1.9436, 3.7610, 5.2612, 2.4756, 5.1004, 4.0240, 5.0910, 9.1083, 9.6866, 9.3308, 7.5673, 11.5167, 12.6783, 5.9342, 7.1332, 1.2542, 1.3219, 1.9387,"nope"
34817.4805, 14991.9443, 88.9930, 37.0810, 15.8631, 12.1023, 12.4479, 20.5000, 8.1460, 15.2624, 18.8743, 10.3707, 3.0363, 10.4203, 7.0366, 5.8178, 16.5555, 24.9396, 27.9446, 17.3611, 23.9741, 4.7812, 13.1183, 11.8529, 4.6920, 0.8797, 33.6786, 78.9356, 66.7807, 13.7331, 3.2381, 42.7036, 76.4765, 51.1216, 6.2418, 12.6780, 14.3451, 8.9988, 4.4441, 7.1654, 11.1014, 5.1615, 3.4739, 3.3994, 4.9312, 8.4210, 4.2324, 7.4167, 5.8962, 2.2376, 7.9663, 9.0238, 1.1058, 10.6481, 10.2310, 5.7613, 4.8066, 9.8470, 8.2009, 2.5268, 6.2261, 3.9755, 9.0028, 7.9143,"nope"
34802.2813, 14960.8760, 60.5154, 33.1943, 30.0619, 8.7762, 11.3766, 26.7775, 18.0232, 6.7572, 12.4413, 10.4225, 10.6073, 8.0498, 14.9747, 17.8309, 9.2050, 11.4227, 36.9456, 55.9169, 30.9810, 3.4452, 4.8060, 5.3143, 10.2024, 5.1364, 27.6381, 53.2314, 50.9567, 14.8010, 8.6060, 49.1636, 72.3076, 39.8405, 7.1869, 5.4937, 14.4061, 16.0106, 11.8068, 6.7633, 5.2987, 1.3225, 8.7682, 16.1520, 17.0709, 5.0428, 8.7942, 8.3737, 9.2056, 9.0892, 6.1374, 16.0125, 8.4720, 3.6073, 11.2768, 7.7312, 5.6452, 9.2028, 12.4111, 8.7720, 7.3677, 3.4573, 5.5369, 4.2513,"nope"
34789.4961, 14980.8428, 91.4189, 29.6969, 18.9910, 5.8098, 14.5772, 2.2288, 5.3624, 6.3297, 6.3013, 12.1445, 5.8310, 7.3991, 13.0260, 14.0052, 14.4488, 16.4123, 62.7211, 83.5148, 36.8926, 13.0443, 8.5453, 8.7801, 10.9200, 8.0676, 37.8711, 49.5516, 50.3245, 20.7279, 17.8273, 59.1592, 70.9911, 42.7749, 7.5839, 6.6852, 4.1954, 9.3697, 7.0604, 6.9087, 6.3627, 3.9367, 3.4037, 6.8818, 10.0868, 14.1046, 10.6280, 13.4811, 9.9850, 0.5329, 1.7095, 3.8687, 2.9888, 4.0205, 5.5594, 9.9433, 3.4584, 12.6564, 9.0228, 4.6700, 3.8878, 3.4736, 4.5959, 9.1082,"nope"
34788.0469, 14963.6484, 66.8445, 33.5969, 27.0827, 12.3234, 6.1093, 10.3329, 5.7964, 6.2265, 9.9042, 14.8724, 13.5742, 4.1805, 11.3761, 3.6935, 7.1788, 14.5533, 60.6433, 102.3559, 42.9625, 8.3833, 2.9094, 4.4508, 5.7442, 9.5636, 21.6606, 20.2705, 43.9192, 13.8498, 14.4585, 52.3087, 74.2435, 49.0899, 11.3667, 3.5531, 2.6972, 8.6895, 12.2328, 3.4914, 1.6209, 7.5578, 6.6283, 4.3124, 14.5179, 14.9380, 9.3833, 6.8675, 2.4988, 3.4049, 8.5669, 8.0006, 6.7913, 5.7583, 6.4369, 8.4165, 6.8479, 7.5433, 7.2738, 7.8732, 9.4487, 2.8587, 6.4810, 1.3748,"nope"
34809.4961, 14981.8857, 89.8459, 7.1945, 27.6434, 9.1744, 10.5029, 22.4016, 18.5653, 9.3284, 9.3348, 14.2255, 9.7055, 9.2050, 5.0619, 4.3796, 8.4429, 5.3052, 47.7806, 86.7343, 45.8407, 19.4353, 13.2894, 7.0175, 8.7722, 7.3724, 30.2534, 22.2869, 41.2655, 17.9998, 11.7085, 53.4302, 77.2122, 45.8030, 4.2048, 3.8401, 2.8998, 7.3636, 2.4016, 3.2573, 3.6444, 1.8541, 3.7418, 4.4907, 11.5275, 13.5263, 9.6234, 6.3314, 2.7006, 4.1996, 9.4574, 8.0500, 4.2538, 1.2424, 1.3231, 5.1661, 8.9164, 7.4112, 4.5056, 6.8085, 8.7080, 6.7206, 7.7635, 4.3206,"nope"
34801.1602, 14976.3457, 90.0326, 24.9290, 15.9014, 1.9162, 14.9214, 3.0400, 6.6639, 5.2581, 7.0725, 7.8350, 7.4034, 7.5151, 9.8087, 11.5252, 7.3150, 5.7344, 59.9987, 90.8539, 35.2096, 5.7823, 3.6833, 13.6321, 7.6120, 9.7823, 39.1025, 63.3494, 54.5661, 13.1175, 21.2702, 64.2050, 75.0406, 53.5163, 7.1627, 6.0943, 5.5760, 8.5467, 8.9020, 6.3192, 4.0194, 8.0722, 8.8252, 5.8190, 3.5480, 4.9072, 5.8871, 3.2858, 6.8574, 11.6330, 5.7204, 6.9699, 10.9767, 7.1740, 5.2248, 6.5464, 4.9513, 7.9905, 8.9646, 4.5367, 10.0217, 5.5546, 9.4268, 8.6651,"nope"
34791.8789, 14961.7031, 67.4647, 51.3543, 43.2624, 27.9561, 18.6753, 7.9441, 25.1015, 5.0455, 6.2439, 14.5700, 15.8092, 12.2164, 5.2660, 13.1021, 9.0299, 2.1774, 52.1472, 86.3293, 31.9763, 5.1102, 9.4512, 9.8263, 6.9295, 2.3197, 34.8670, 71.2996, 63.1417, 7.8092, 19.3475, 59.2438, 65.2939, 49.8511, 7.4628, 6.6725, 6.5299, 9.4110, 6.5226, 4.3628, 12.8131, 15.7916, 14.1479, 7.8203, 9.8353, 9.8411, 0.5225, 8.9572, 13.3649, 13.1774, 11.4902, 6.2859, 3.9507, 11.4852, 11.5247, 10.3364, 12.7442, 4.8569, 2.8190, 6.7319, 6.1749, 1.8987, 4.8592, 3.4379,"nope"
34812.1641, 15003.2432, 91.9276, 56.3559, 12.0655, 14.7097, 12.7321, 4.4928, 25.6168, 12.8892, 9.2574, 10.8001, 8.6849, 4.7740, 11.0284, 8.6635, 7.6056, 13.9698, 58.6914, 78.0626, 21.5982, 3.6648, 1.4149, 2.9509, 8.9976, 19.4081, 36.7506, 83.2289, 66.8477, 13.9152, 21.0766, 57.5451, 54.1461, 51.6868, 14.0400, 7.9229, 2.2733, 9.3792, 3.5026, 10.1776, 8.7477, 2.3251, 4.0610, 8.6300, 13.3057, 7.5333, 3.4303, 1.9374, 10.0608, 9.5998, 2.1203, 7.8745, 6.6926, 9.9185, 13.1261, 7.8244, 14.1121, 13.1878, 0.9268, 12.1403, 10.9353, 5.0589, 8.8669, 7.9259,"nope"
34798.0469, 14987.0693, 90.2953, 42.7346, 13.8494, 12.2479, 10.4366, 10.9998, 10.7792, 15.4513, 14.9032, 19.7639, 6.6809, 5.8334, 3.3054, 3.0663, 6.7848, 7.1418, 44.0491, 65.7038, 26.4024, 5.1699, 11.0435, 2.8990, 5.4076, 12.5661, 35.4244, 79.0256, 66.1317, 19.8200, 16.5043, 57.3492, 81.4073, 54.6597, 7.3733, 6.3733, 4.9623, 7.0687, 4.2553, 6.8295, 6.7474, 6.1059, 3.9431, 6.6122, 16.0265, 10.4762, 1.8411, 9.9475, 8.1930, 6.0340, 8.9927, 5.6881, 2.9880, 2.3728, 3.9538, 10.4708, 9.6044, 8.1708, 7.8473, 6.0402, 1.4311, 7.1835, 4.1642, 6.3458,"nope"
