34656.1406,14922.5205,89.8433,38.6711,12.7249,22.7377,13.9053,21.3805,22.5224,11.4776,6.4591,10.2730,7.0921,3.6087,5.9489,2.3671,8.6601,11.9137,4.7949,7.1852,4.8943,4.4561,2.3739,3.4574,1.4540,4.9054,9.2645,9.9530,2.9072,4.2335,3.5916,8.2205,12.1519,7.6368,6.8443,6.9819,4.4804,7.6966,3.0102,3.4939,1.7304,7.4825,1.6219,3.1796,2.3544,7.0534,11.2907,8.7655,7.5950,10.1506,7.6237,4.7913,4.8903,1.3655,3.0912,2.2569,2.6502,3.1062,7.4210,7.9775,5.1223,8.7189,4.8609,8.2110,"nope"
34716.5469,14937.0283,74.8745,31.6207,14.4351,19.1210,11.9024,7.7713,9.0133,15.6464,9.7917,2.0987,2.8032,9.7090,11.2506,9.1786,5.5354,7.9101,3.6848,7.9804,14.2358,17.1375,10.2121,12.7471,3.8237,3.1712,10.0446,8.4778,9.8734,7.1048,1.1447,3.3218,1.0975,3.7750,3.7721,8.8584,10.6284,7.9676,2.8155,8.3375,6.8374,8.0906,11.0225,7.8929,4.4004,6.3267,7.2992,2.5646,0.2873,0.6848,0.8830,5.4433,8.3106,6.7124,6.5122,5.3694,3.6723,6.1443,1.9074,6.8065,13.3661,10.6096,6.2019,2.1958,"nope"
34689.9336,14921.2891,68.3224,28.7825,26.8888,7.1859,5.0254,14.6815,8.3912,3.3758,9.0415,14.2175,10.2045,11.8853,8.0163,4.6402,3.6732,4.3929,5.8532,10.7183,4.0647,2.2981,8.1732,6.0269,3.8469,1.3574,10.0546,3.3744,6.7918,8.6005,8.4024,4.5556,0.5111,5.1147,8.5950,7.3526,4.3989,4.3741,1.9485,5.4194,5.0805,3.7025,2.8783,5.4394,3.0212,6.0291,7.2158,7.9715,8.3797,8.2249,8.1782,4.9199,6.6821,3.7159,1.7168,3.0525,5.5921,3.7371,7.2320,11.4285,3.6323,6.7898,8.5504,3.1088,"nope"
34690.0547,14930.4561,77.3247,35.3665,14.2353,12.2008,9.7990,5.8131,7.8863,12.6842,3.5458,4.9216,4.0562,11.3653,8.7676,8.6567,6.8404,4.4893,3.8123,4.8896,6.4293,14.7414,12.2526,2.8338,4.8168,6.9597,0.6362,1.0146,6.6769,2.6412,4.4607,3.0100,2.9539,2.0025,2.7951,5.3316,9.8171,9.2694,8.9333,8.6194,9.8991,10.0682,10.0833,6.3781,6.7683,6.0782,7.3223,5.3408,8.6244,10.6252,9.9663,6.5504,4.1666,7.2969,5.5378,6.5780,6.9189,8.2277,12.3858,7.3879,5.1354,3.0421,6.6870,9.2187,"nope"
34679.2031,14934.3740,102.1175,26.8413,28.1012,24.5423,20.5749,18.5934,14.8591,15.7038,7.5552,5.9154,11.3095,16.6900,2.0033,9.1019,2.4933,4.6444,3.1100,5.2841,8.2007,10.4702,4.5952,11.5215,9.5075,18.0181,13.5161,2.6740,5.0579,10.2846,3.0691,5.6725,2.7904,1.3787,4.8723,7.5578,3.1053,5.9780,2.9055,5.0820,6.6584,2.6248,3.4984,3.0642,9.7289,6.0069,7.7589,2.4798,6.0515,6.6853,1.2807,5.5061,11.6356,13.0384,11.3509,8.9046,3.3375,8.8737,3.5150,1.3870,4.1522,1.3202,4.3419,10.3496,"nope"
34710.4922,14940.2100,80.2514,18.6067,37.4224,7.0768,7.6138,10.2666,12.4298,8.1046,11.5044,16.8747,11.3851,16.7771,12.9383,13.5746,6.6051,2.9653,7.6672,11.0454,10.3458,6.7249,1.3123,2.6410,7.3255,3.8207,1.1506,4.4828,1.6189,3.9137,11.5510,10.3377,6.4691,5.9564,7.7124,11.3829,7.6245,3.9456,6.5392,8.7551,6.4186,12.2522,15.6446,12.5302,7.1869,9.5179,8.4920,3.0608,5.7864,2.3082,4.2861,2.4050,3.5025,4.6498,6.0741,2.6417,12.1309,10.5896,5.6298,2.6216,1.9640,4.9509,9.1946,10.1003,"nope"
34725.8125,14958.9658,99.2486,19.2834,17.3218,10.5117,16.7535,6.1338,3.8017,7.5702,10.6955,14.7061,11.2920,17.2776,12.7376,10.0257,1.0765,7.0491,10.9690,8.4680,9.7346,10.2303,6.2008,2.7411,2.4306,3.8927,7.7589,8.0152,5.5505,8.3362,1.1742,9.1415,3.1519,5.1268,5.3100,7.3904,12.1047,10.2340,2.9491,1.6268,5.3117,2.2193,5.8874,11.1373,4.7856,6.3421,3.2745,4.8413,6.4821,7.3306,14.7532,6.5238,3.4275,1.3566,2.7793,2.7623,5.1254,4.4201,0.6579,5.4914,5.8876,6.4719,6.2104,4.0969,"nope"
34649.4531,14910.2393,92.9742,24.0350,21.7358,11.8998,16.7972,7.1710,2.8893,13.6606,10.2811,11.2008,8.2211,13.0965,5.4119,17.1318,13.2642,10.3347,13.7226,10.0194,4.7868,4.1715,13.1029,17.3708,11.1423,1.4409,3.4979,7.8507,9.4595,2.9687,2.8450,9.6882,9.0102,1.8546,2.5274,5.6093,2.2210,10.4014,11.4980,7.3932,2.8591,7.9087,5.2951,3.3384,8.2912,4.3787,1.3954,5.0390,4.3432,4.3491,2.5004,5.7106,6.8352,3.3696,3.9113,10.4218,13.1615,4.4442,4.0175,5.1237,6.0424,5.4856,4.1624,3.0996,"nope"
34589.8398,14863.0947,56.8321,38.7873,35.8081,10.0563,34.8393,15.5307,7.2411,14.2070,9.1957,4.5116,9.6027,10.4213,11.0214,4.8724,8.6186,1.4948,12.6639,10.6850,8.0357,3.2158,2.0296,2.5198,3.4347,4.8473,7.8655,6.5018,1.6975,2.2392,1.2210,5.1841,9.1679,4.6330,5.0594,7.8089,11.4072,19.9257,9.1339,3.4043,2.7410,3.1104,3.9990,3.9431,3.0428,4.3930,6.9803,7.1894,10.2710,8.9968,2.8151,14.9195,13.4594,5.6449,1.5698,8.3193,13.6111,8.8645,5.4291,4.3678,5.5349,2.7899,1.9416,4.4105,"nope"
34711.3594,14944.9111,95.1165,14.0401,20.8968,15.4428,20.6684,10.2127,16.3707,16.0068,22.3519,12.9897,13.1893,18.4766,15.0485,10.7577,12.0701,6.8793,4.0485,3.1629,0.8115,3.1015,5.5612,4.6887,13.3369,9.7225,11.0085,9.4901,2.6166,1.2964,6.1229,5.1413,5.3378,5.9594,5.7825,9.8178,9.6064,7.4121,4.3186,5.0669,11.4777,9.2723,6.2776,13.7130,10.6079,4.3628,6.2482,5.9490,5.4063,2.3219,11.7067,14.8780,12.5466,5.9759,4.8506,3.3230,4.3465,1.9760,8.8610,6.1261,4.7666,4.3712,7.4693,6.0483,"nope"
